hashtags,x,y,z
catarateando,0.916224012663101,0.011526131999811383,0.01518701250549165
tb,0.9371563183341197,0.012006009114517891,0.015868745782558206
letsgo!,0.6467914360497173,0.003720086570580558,0.004615428943906753
itsnotabaddayitsabadmoment,0.875193311991348,0.01030627247105935,0.013613726806095941
pisces,0.9371563183341197,0.012006009114517891,0.015868745782558206
whereisthestage,0.9371563183341197,0.012006009114517891,0.015868745782558206
artist,0.8595806796531635,0.009861193013336112,0.012632463612244977
earlythirties,0.9371563183341197,0.012006009114517891,0.015868745782558206
35,0.9371563183341197,0.012006009114517891,0.015868745782558206
LEA,0.8595806796531635,0.009861193013336112,0.012632463612244977
PAPPA,0.9371563183341197,0.012006009114517891,0.015868745782558206
MAMMA,0.9371563183341197,0.012006009114517891,0.015868745782558206
whogivesashit,0.8236708927746177,0.008946090234137019,0.011329838099336102
LETGO,0.8236708927746177,0.008946090234137019,0.011329838099336102
hazmatdance,-0.0572146225630181,-0.603071078672757,0.7682808469124381
DEFUNDTHEPOLICE.,-0.04545846679713738,-0.3293962879473738,0.40172396315850534
DEFUNDTHEPOLICE,-0.0572146225630181,-0.603071078672757,0.7682808469124381
DaunteWright,-0.0572146225630181,-0.603071078672757,0.7682808469124381
SWEDEN,-0.0572146225630181,-0.603071078672757,0.7682808469124381
alovestory,-0.0572146225630181,-0.603071078672757,0.7682808469124381
letitgo,-0.0572146225630181,-0.603071078672757,0.7682808469124381
dramatic,-0.0572146225630181,-0.603071078672757,0.7682808469124381
letgo,-0.0572146225630181,-0.603071078672757,0.7682808469124381
soulmate,-0.046083491230784035,-0.338996078595055,0.418127661247631
hazmatfam,-0.04545846679713752,-0.3293962879474408,0.4017239631585402
literally,-0.0572146225630181,-0.603071078672757,0.7682808469124381
rideordie,-0.0572146225630181,-0.603071078672757,0.7682808469124381
toloveandletgo,-0.0572146225630181,-0.603071078672757,0.7682808469124381
ringo,-0.0572146225630181,-0.603071078672757,0.7682808469124381
dogspelledbackwardsisgod,-0.0572146225630181,-0.603071078672757,0.7682808469124381
crisisvacation,-0.0572146225630181,-0.603071078672757,0.7682808469124381
vacationcrisis,-0.0572146225630181,-0.603071078672757,0.7682808469124381
moldmademedoit,-0.0572146225630181,-0.603071078672757,0.7682808469124381
goodmorning,-0.0572146225630181,-0.603071078672757,0.7682808469124381
lightinthedark,-0.0572146225630181,-0.603071078672757,0.7682808469124381
originaruba,-0.0572146225630181,-0.603071078672757,0.7682808469124381
dreamteam,-0.0572146225630181,-0.603071078672757,0.7682808469124381
mold,-0.0572146225630181,-0.603071078672757,0.7682808469124381
adulting,-0.0572146225630181,-0.603071078672757,0.7682808469124381
crisis,-0.0572146225630181,-0.603071078672757,0.7682808469124381
smartkid,-0.0572146225630181,-0.603071078672757,0.7682808469124381
actress,-0.0572146225630181,-0.603071078672757,0.7682808469124381
life,-0.0572146225630181,-0.603071078672757,0.7682808469124381
aquariusrising,-0.0572146225630181,-0.603071078672757,0.7682808469124381
BEYOURSELF,-0.0572146225630181,-0.603071078672757,0.7682808469124381
ariesseason,-0.0572146225630181,-0.603071078672757,0.7682808469124381
joy,-0.0572146225630181,-0.603071078672757,0.7682808469124381
earthing,-0.0572146225630181,-0.603071078672757,0.7682808469124381
no1fan,-0.0572146225630181,-0.603071078672757,0.7682808469124381
wtffffffff,-0.0572146225630181,-0.603071078672757,0.7682808469124381
neveradullmoment,-0.0572146225630181,-0.603071078672757,0.7682808469124381
4,-0.0572146225630181,-0.603071078672757,0.7682808469124381
garden,-0.0572146225630181,-0.603071078672757,0.7682808469124381
fromthefart,-0.0572146225630181,-0.603071078672757,0.7682808469124381
home,-0.0572146225630181,-0.603071078672757,0.7682808469124381
thelimitdoesnotexist,-0.0572146225630181,-0.603071078672757,0.7682808469124381
cucumberseason,-0.0572146225630181,-0.603071078672757,0.7682808469124381
ALIVE,-0.0572146225630181,-0.603071078672757,0.7682808469124381
boundaries,-0.0572146225630181,-0.603071078672757,0.7682808469124381
harvest,-0.0322748640370113,-0.015200768968448857,-0.020050129792357794
gardening,-0.03331297673954855,-0.0163629184424323,-0.021657408520048452
healing,-0.046650314932841046,-0.0336988945310088,-0.05623297875731846
momoftheyearawardgoestoooooo,-0.0322748640370113,-0.01520076896844895,-0.02005012979235781
naptime,-0.0331709111059383,-0.016199982402056876,-0.02144325774724815
MWHmethod,-0.03331297673954855,-0.0163629184424323,-0.021657408520048452
athomeworkouts,-0.03331297673954855,-0.0163629184424323,-0.021657408520048452
longleanlines,-0.03331297673954855,-0.0163629184424323,-0.021657408520048452
atheworkouts,-0.03282357129580509,-0.01564898403074038,-0.021477127603830262
siblings,-0.03204408925460022,-0.014955201683613088,-0.0197116279772748
skincare,-0.03204408925459876,-0.014955201683166521,-0.019711627977624636
beauty,-0.039875434026974715,-0.029856449739344516,-0.03768056832594763
momlife,-0.03204408925459765,-0.014955201682578391,-0.019711627977913482
skincarejunkie,-0.034771036456353877,-0.018445749506609925,-0.024616677724456207
acne,-0.03623150719832103,-0.020319647498671992,-0.027250712411270733
skin,-0.03784095449287802,-0.022357102007902994,-0.030110938620386773
mwhtransformation,-0.03791215336111506,-0.022425097028503226,-0.030203122051474778
thenandnow,-0.03784095449287802,-0.022357102007902994,-0.030110938620386773
trasnsformationtuesday,-0.03212927552668295,-0.015047323866749809,-0.01983885485991505
style,-0.037977167858565475,-0.0227643914942608,-0.030574454947440415
streetstyle,-0.03204408925459818,-0.014955201683009992,-0.01971162797764579
sponsored,-0.03234110615122421,-0.015279213285689198,-0.02016035179063037
shopbopmoves,-0.03204408925459958,-0.014955201682971616,-0.019711627977397186
anytimeanywhere,-0.035472193338704334,-0.018974939965553845,-0.025406675518038272
meditation,-0.03243998887707488,-0.015392698680023645,-0.020316979171511804
earthday,-0.032142779126245545,-0.015059661496999116,-0.01985557072812253
movingtogether,-0.03626961795181338,-0.02027483446865518,-0.02717628749234004
ttf,-0.03496467563187001,-0.018628805177088807,-0.024865350358117787
RisingUpStronger,-0.03539821331589346,-0.019171329975170574,-0.025626170435556532
LettersByLamise,-0.03611733176019435,-0.020066118117373025,-0.026880417227247697
alhamdulillahforeverything❤️,-0.038249669591951405,-0.02278351216874725,-0.030698202026009147
MyHabeebzy,-0.03518424400225956,-0.01891786317636233,-0.02527317696552997
MashAllah,-0.0326074682128822,-0.01556058137796106,-0.020546639406688823
AlhamdulilahForEverything,-0.032472646726020744,-0.015416901582493389,-0.020348564692968304
LettersbyLamise,-0.032546174572132505,-0.015495631327871184,-0.020457133312027524
loveyourself💕,-0.03204408925459754,-0.014955201682978939,-0.01971162797793122
perfectlyimperfect,-0.037977167858565475,-0.0227643914942608,-0.030574454947440415
alhamdulillah,-0.03554900501215423,-0.019588250481663044,-0.0261574251099172
anahata,-0.032044089254597174,-0.014955201682754826,-0.01971162797762385
AloEmpowerHer,-0.03204408925459964,-0.014955201683415695,-0.019711627977182112
whereittakesyou,-0.032044089254597626,-0.014955201682801634,-0.019711627977617194
mysoulsanctuary,-0.03204408925459735,-0.014955201682679563,-0.01971162797755454
ShareYourSpot,-0.03234110615122422,-0.015279213285687548,-0.02016035179062795
catmeffanyoga,-0.03204408925459888,-0.014955201683109305,-0.01971162797767678
attitudeofgratitude,-0.03400936768385498,-0.017081262123163837,-0.022787189979489676
iwd2021,-0.03226962950065704,-0.015197340029272977,-0.020048452752331452
prgift,-0.03375444900019623,-0.015954583620099348,-0.021681039931550728
happyearthday,-0.037977167858565475,-0.0227643914942608,-0.030574454947440415
wearenature,-0.032439988877075034,-0.015392698680078535,-0.020316979171481075
motherearth,-0.03477780901113069,-0.01857022366644408,-0.02474115380348813
loveyourmother,-0.03389567276410552,-0.017223477210843583,-0.022885115990968992
bethechange,-0.037978435594378517,-0.009326005595077354,-0.023652063752152182
protectourplanet,-0.03363049934473936,-0.016324660754229954,-0.021914931201819025
bohobeautiful,-0.032396436613894505,-0.015308632967922443,-0.020242574029347486
protectouroceans,-0.03373264504681505,-0.01087057331306654,-0.01806987829289902
pachamama,-0.033109218596855956,-0.015634481818973714,-0.02097623113558204
yogaprogram,-0.03356135076109771,-0.01657034734791612,-0.022059319729719463
yogainspiration,-0.0331706883468289,-0.01569687354146484,-0.021072119977544844
raiseyourvibration,-0.0320440892545992,-0.014955201683585164,-0.019711627977327274
yogapractice,-0.03204408925459714,-0.01495520168243679,-0.01971162797794181
flashsale,-0.03560222282176852,-0.018739395929033058,-0.025244170361491475
yogaeveryday,-0.03303665601594481,-0.01548856120558441,-0.020823372251625453
bohobeautifulyoga,-0.03630698228196907,-0.02058555846808326,-0.027544695962961784
selflove,-0.037977167858565475,-0.0227643914942608,-0.030574454947440415
yogisofinstagram,-0.03554900501215422,-0.01958825048165511,-0.026157425109922614
seizethemoment,-0.0327711719965579,-0.01577495220776651,-0.020848629997771775
beginagain,-0.03391450347154304,-0.01655334761308538,-0.02238249632076971
thejourneyoflife,-0.03391450347154303,-0.016553347613085124,-0.02238249632076918
contest,-0.03609017338660318,-0.006763890461251736,-0.01693549748262007
givewaways,-0.035048033433055584,-0.011328220777060305,-0.019419591667243115
homeyoga,-0.03609017338660318,-0.006763890461251736,-0.01693549748262007
bohobeautifullife,-0.03336035861327248,-0.01613795815572892,-0.021820528622769304
giveaway,-0.032687276534160495,-0.015640435804331086,-0.02067604749347251
bohobeautifulcomplete,-0.03204408925459739,-0.01495520168374854,-0.01971162797764605
loveandlight,-0.037977167858565475,-0.0227643914942608,-0.030574454947440415
liveyourbestlife,-0.03204408925459887,-0.014955201683271989,-0.019711627977438147
reflection,-0.03554900501215426,-0.019588250481664304,-0.026157425109918007
beachbaby,-0.032044089254598326,-0.014955201683531736,-0.019711627977745547
newparents,-0.03400936768385498,-0.017081262123163837,-0.022787189979489676
costarica,-0.03623150719832102,-0.02031964749867149,-0.027250712411270684
digitalnomads,-0.03579800622126947,-0.019706338614178365,-0.02638069902695664
newmonth,-0.03547515246364282,-0.01932945559074481,-0.025855868909090758
newbalance,-0.03667131235257916,-0.020839628507034157,-0.027975220583543042
freshbodyfitmind,-0.03623150719832103,-0.020319647498672277,-0.027250712411271187
warmup,-0.035549005012154244,-0.019588250481652317,-0.026157425109920387
preworkout,-0.03436296479817927,-0.01802171890821142,-0.02397803078071744
bootyworkout,-0.032443568987904035,-0.015383194775519174,-0.020301871578703237
sprinting,-0.03280434135658338,-0.01577625748207777,-0.020844493559641228
trackworkout,-0.033351502307294424,-0.015801935139260957,-0.02127944492441547
mobilityworkout,-0.03390708558702606,-0.01585968841871576,-0.02172133718592348
yogaclass,-0.03212309424592155,-0.015043507071035016,-0.019834921728313325
relaxingyoga,-0.03227486403700024,-0.0152007689551274,-0.02005012978816508
realtimeyoga,-0.0338154194844091,-0.016713406711546704,-0.022348904683478128
chairworkout,-0.033607657606669054,-0.016384466679975757,-0.02194323853791132
seasons,-0.03310406547611627,-0.015900656009926593,-0.021211758161808196
summerorwinter,-0.033607657606669054,-0.016384466679975757,-0.02194323853791132
activeescapes,-0.03461085938381699,-0.017951058679581272,-0.02394372841274202
runningwarmup,-0.03350989144221451,-0.016605496914489832,-0.022081972180295794
anteriorobliquesling,-0.033847783877858785,-0.017647656050758714,-0.02368821910461068
unilateraltraining,-0.03326981958326041,-0.01646513815890681,-0.02182588971917974
hipstretches,-0.032147951349556586,-0.015065158902173309,-0.019863148056742375
tighthips,-0.03317068834682889,-0.015696873541453934,-0.02107211997754428
cantkeepmedown,-0.03554900501215428,-0.019588250481653153,-0.026157425109911443
mobility,-0.0334307669369193,-0.016711144110443884,-0.02217668969375519
homeworkouts,-0.037977167858565475,-0.0227643914942608,-0.030574454947440415
ohdear,-0.037977167858565475,-0.0227643914942608,-0.030574454947440415
trackandfield,-0.033509891442214494,-0.016605496914480284,-0.02208197218029431
longjump,-0.032044089254598,-0.014955201682854536,-0.019711627977793522
beginnerhandstand,-0.03227407995541266,-0.015203171077921584,-0.020053732968758523
handstandtutorial,-0.03549345150346108,-0.019377733082491654,-0.025927449602451108
"AloEmpowerHer,",-0.03214795134955663,-0.015065158902172391,-0.019863148056731887
relationshipgoals,-0.032281534540155726,-0.0152136591430995,-0.02006876199826756
acroyoga,-0.037977167858565475,-0.0227643914942608,-0.030574454947440415
soulmates,-0.032433067373256304,-0.01539732737176212,-0.020326176515292765
couplegoals,-0.03347615870625643,-0.01652432263612476,-0.02195325812989918
OnlyTheAvatars,-0.03361216186009076,-0.016717136429139152,-0.022222003045723
RastaYogi,-0.03610304551049101,-0.020129693427325315,-0.026980502104848914
OnlyTheAvatar,-0.03791215336111506,-0.022425097028503226,-0.030203122051474778
training,-0.032044089254599346,-0.01495520168343545,-0.01971162797749561
calisthenics,-0.035846626395945776,-0.019964062875671987,-0.026679341183544612
GotIt,-0.03623150719832103,-0.020319647498672083,-0.027250712411269196
bachata,-0.03204408925459771,-0.014955201682582565,-0.01971162797777216
dance,-0.03519268872856889,-0.01907764148456496,-0.025444898034691354
brunchdate,-0.03334193487969233,-0.016367233843787896,-0.021749696741451247
LiveHealthyNOW,-0.032277942577394435,-0.015250657308851483,-0.020121963344693742
fun,-0.03429668959539396,-0.017480705992680878,-0.023344748628904937
lunchdate,-0.032044089254600415,-0.014955201684041236,-0.019711627977145305
funny,-0.032621514860907114,-0.015582817521558238,-0.020577942081459997
travel,-0.032646948560382194,-0.015593732017882875,-0.020613168550994692
homegym,-0.03737525539066041,0.0389420628820814,0.0159816206512303
Tulum,-0.034777809011130985,-0.018570223666534522,-0.024741153803503956
vacation,-0.03223499079112885,-0.015159523992071893,-0.019993381456096873
gymlife,-0.0327976949044232,-0.015772647769911052,-0.020839824083291287
gainz,-0.0327976949044232,-0.015772647769911052,-0.020839824083291287
fitcouple,-0.033086601318929,-0.016090763513843323,-0.021349399863167223
StrengthRedefined,-0.03644841254024922,-0.020748179537411156,-0.027769627092078898
MuscleTechPartner,-0.032044089254597896,-0.014955201682944584,-0.019711627977599098
beautifulnature,-0.033341934879692316,-0.016367233843791847,-0.021749696741449675
purlingbrookfalls,-0.03204408925459849,-0.014955201683321371,-0.019711627977403293
naturelover,-0.0322414831133063,-0.015052400985762887,-0.01995767857410354
waterfalls,-0.032981648214640835,-0.01413947730463616,-0.02083607884000465
bendyyogis,-0.03623150719832103,-0.020319647498674185,-0.027250712411270375
yogavideo,-0.037334068658146716,-0.021597289907988797,-0.02902887156682847
ibendsoidontbreak,-0.03667131235257916,-0.020839628507034157,-0.027975220583543042
backbendlove,-0.036231507198321036,-0.020319647498673835,-0.02725071241127073
aloyoga,-0.03784095449287802,-0.022357102007902994,-0.030110938620386773
babycrow,-0.03646822605798212,-0.026594884983872937,-0.036221524093970954
crowpose,-0.037977167858565475,-0.0227643914942608,-0.030574454947440415
AloAnimalsOfTheWild,-0.032516936804974264,-0.015461800713323075,-0.02041070197490373
alochallenge,-0.034619107347928134,-0.017795668111434248,-0.023793132636382608
pigeonpose,-0.0345357331932888,-0.014276670973242917,-0.021376042592164118
alochallenge⁣,-0.03242367046261881,-0.015358507558487987,-0.020267510303756054
pincha,-0.0321427791262455,-0.01505966149701869,-0.019855570728119696
splits,-0.0337488510377988,-0.016210978174792674,-0.021872991671249196
camelpose,-0.03233230799778672,-0.01538076689281898,-0.020363799087968728
yogachallenge,-0.03389130117083075,-0.017199088836908436,-0.022849914189569883
yogateacher,-0.033583464684890096,-0.016117305043361604,-0.021674700267849657
virtualyoga,-0.03204408925459852,-0.014955201683143947,-0.019711627977438775
yogalife,-0.03214001645570673,-0.01505900067486955,-0.019859698863986506
200hrytt,-0.03447999245931626,-0.01815350355586909,-0.024160836446188022
chooseunion,-0.03623150719832103,-0.020319647498675597,-0.027250712411268658
yogashanti,-0.035549005012154265,-0.019588250481678414,-0.026157425109905447
rodneyyeeyoga,-0.035028088495994966,-0.018747779544438552,-0.02503740890612689
namaste,-0.035467618700254236,-0.019302524845475965,-0.025815926298097886
photooftheday,-0.03285027076448054,-0.015810657669877916,-0.02092362290244749
yogi,-0.034312995491184405,-0.017540612267577853,-0.02339117850220057
ytt,-0.035383680145251416,-0.018870248257734354,-0.025240722321785373
yogaforlife,-0.035383680145251416,-0.018870248257734354,-0.025240722321785373
linkinbio,-0.034312995491184405,-0.017540612267577853,-0.02339117850220057
livestreamteachertraining,-0.03770591575559602,-0.02250042124122109,-0.03026241929268172
yogalove,-0.03770591575559602,-0.02250042124122109,-0.03026241929268172
colleensaidman,-0.03565903934694163,-0.0006274428717407105,-0.012202557875847923
yogaeverydamnday,-0.03770591575559602,-0.02250042124122109,-0.03026241929268172
pranayama,-0.03253577744310954,-0.015578194003590475,-0.02058262392463324
yogaposeoftheday,-0.040172636705517545,-0.026331787680461963,-0.03589030829683888
onlineyogateacher,-0.03521612088265195,-0.018120831384554056,-0.02469874630898562
95thbirthday,-0.03770591575559602,-0.02250042124122109,-0.03026241929268172
smile,-0.03521612088265195,-0.018120831384554056,-0.02469874630898562
partylikeitsyourbirthday,-0.03269389345224238,-0.01574813676608331,-0.02082394052464102
happybirthday,-0.03521612088265195,-0.018120831384554056,-0.02469874630898562
dadsofinstagram,-0.03318558061390505,-0.016588348741073056,-0.02214429341148988
familytime,-0.03280897217573762,-0.01587199555065501,-0.02098771319716893
celebration,-0.03966829409396454,-0.015218845045743928,-0.026437149265975415
sweet,-0.03647196286637174,-0.020827996665375183,-0.027919198119258547
birthdaylove,-0.03521612088265195,-0.018120831384554056,-0.02469874630898562
italy,-0.03704891795946039,-0.022357681716086784,-0.03042046493360234
birthday,-0.03280897217573762,-0.01587199555065501,-0.02098771319716893
dad,-0.03862218903987112,-0.023062688401979326,-0.031373435771064676
fatherdaughter,-0.03770591575559602,-0.02250042124122109,-0.03026241929268172
lifelessons,-0.03770591575559602,-0.02250042124122109,-0.03026241929268172
bday,-0.03770591575559602,-0.02250042124122109,-0.03026241929268172
twopostsoneday,-0.03332757895517502,-0.016377744327673773,-0.02167766314920763
treepose,-0.03270413285793042,-0.01577836941280641,-0.020867510426946446
earthday2021,-0.03630036219272124,-0.020586165182543466,-0.027583468473434306
gratitude,-0.03770591575559602,-0.02250042124122109,-0.03026241929268172
earthmonth,-0.039423330981046646,-0.02619734918953712,-0.03603903538145845
feetintheearth,-0.03862218903987112,-0.023062688401979326,-0.031373435771064676
vrksasana,-0.033646310488452146,-0.01683384937923977,-0.022325630696433695
earthweek,-0.03280284721180403,-0.015636756012112236,-0.020760035819960502
loveplanetearth,-0.03768561656312016,-0.023292074376296285,-0.031752820402652926
earthdayiseveryday,-0.032044089254598264,-0.01495520168302013,-0.019711627977565923
planetearth,-0.032818934955607115,-0.015738832624111056,-0.02086692231868472
groundingenergy,-0.03521612088265195,-0.018120831384554056,-0.02469874630898562
lieontheearth,-0.03770591575559602,-0.02250042124122109,-0.03026241929268172
loveyourmother🌎,-0.03770591575559602,-0.02250042124122109,-0.03026241929268172
yogaoffthemat,-0.03240882004734447,-0.01534413145228991,-0.02024782095833254
april2021,-0.039423330981046646,-0.02619734918953712,-0.03603903538145845
colleensaidmanyee,-0.03632192377302454,-0.009043823909391343,-0.01953757307452773
donnakaran,-0.03332757895517502,-0.016377744327673773,-0.02167766314920763
urbanzenintegrativetherapy,-0.03770591575559602,-0.02250042124122109,-0.03026241929268172
healingjourney,-0.038374002570447846,-0.02344977085404057,-0.03461347915946957
integrativehealth,-0.03738472204369805,-0.02138188526315804,-0.030771222824840253
essentialoils,-0.032192903260417516,-0.015162526927229587,-0.020043003095286418
integrativemedicine,-0.04053966034635133,-0.02632268395144503,-0.03966670905065599
reiki,-0.047264048345555504,-0.03523400212777311,-0.05545727393272048
uzit,-0.03975602056626439,-0.025293811388662213,-0.03793362420426571
caregivers,-0.03768225359190387,-0.020221836723996082,-0.03103317944768988
restorativeyoga,-0.038469287088037075,-0.02374946778748634,-0.034958680767554866
coffeeproject,-0.03920027121487027,-0.018184052264863037,-0.03164380457014362
hero,-0.047264048345555504,-0.03523400212777311,-0.05545727393272048
coffeesuggestions,-0.04311139867971003,-0.030032693795214473,-0.04586437230275995
coffeelover,-0.047264048345555504,-0.03523400212777311,-0.05545727393272048
beyourownhero,-0.03909691981732762,-0.022484934486425016,-0.034286814411106314
beahero,-0.037768967938649575,-0.022052441003495,-0.032596356571124245
favoritemug,-0.043613826654312855,-0.02093533118890546,-0.03933256641302927
yogilife,-0.04311139867971003,-0.030032693795214473,-0.04586437230275995
commentbelow,-0.04455964730911848,-0.026438703858792073,-0.043280974349367965
favoritethings,-0.03975602056626434,-0.02529381138862855,-0.03793362420423452
happyeaster,-0.03738472204369805,-0.02138188526315804,-0.030771222824840253
spring2021,-0.03634464557532622,-0.020725949517422647,-0.029878598337596752
famliyfirst,-0.047264048345555504,-0.03523400212777311,-0.05545727393272048
easteregghunt,-0.03694306890329945,-0.021528396561239893,-0.03129335880970717
bunnyweekend,-0.032873758690660795,-0.015727278627633998,-0.02120371893986074
easter2021,-0.03975602056626437,-0.02529381138866726,-0.03793362420423574
happydays,-0.047264048345555504,-0.03523400212777311,-0.05545727393272048
eastersunday,-0.03789099796158959,-0.022798683123891217,-0.03353325658830044
easterbunny,-0.047264048345555504,-0.03523400212777311,-0.05545727393272048
getonyourmat,-0.04020552487974209,-0.02610544174180787,-0.03901919209196627
hoplikeabunny,-0.03653654785108269,-0.02087625741209473,-0.030057854164950236
easteryoga,-0.03874112779631303,-0.023866436784007725,-0.035298757120961345
sundayyoga,-0.039756020566264386,-0.02529381138856665,-0.0379336242042521
morningyoga,-0.03738472204369805,-0.02138188526315804,-0.030771222824840253
pajamaset,-0.03789099796158988,-0.02279868312390692,-0.03353325658826606
outfitoftheday,-0.03726518219728201,-0.021947056160132185,-0.031978975059492085
monkeypose,-0.03738472204369805,-0.02138188526315804,-0.030771222824840253
pajamasallday,-0.03731191943254964,-0.022014496877035158,-0.03208872321550001
sagharbor,-0.03731191943254965,-0.02201449687703524,-0.032088723215500034
newblog,-0.047264048345555504,-0.03523400212777311,-0.05545727393272048
copingwithchange,-0.03773808215017532,-0.0222911757137896,-0.032802806764033035
yogafordays,-0.03720590037967576,-0.022031147498642715,-0.03195223755650299
pajamas,-0.03647327319587899,-0.020558599736227676,-0.029802012155081752
havenwellwithin,-0.03575253933526618,-0.019690046006744875,-0.026465382375708692
ınstagood,-0.047264048345555504,-0.03523400212777311,-0.05545727393272048
hanumanasana,-0.039086666593680236,-0.024269262028113588,-0.03607875017371495
bettersleepbetteryou,-0.04311139867971003,-0.030032693795214473,-0.04586437230275995
sleepbetterlivebetter,-0.03575253933526619,-0.01969004600674488,-0.026465382375708692
sleepbetterwithcbd,-0.05041542818037382,0.032730076349630294,-0.007502865520706453
sleeptipsandtricks,-0.039086666593680236,-0.024269262028113588,-0.03607875017371495
sweetdreams,-0.03622754161862099,-0.0185127654420607,-0.027823155087028883
handsdowntoesup,-0.047264048345555504,-0.03523400212777311,-0.05545727393272048
ahimsa,-0.047264048345555504,-0.03523400212777311,-0.05545727393272048
spreadkindness,-0.03989725786942975,-0.02569331371797794,-0.038332940306518674
donate,-0.05041542818037382,0.032730076349630294,-0.007502865520706453
volunteer,-0.037177752921585865,-0.021136576926962646,-0.03034597098245716
antiasianracism,-0.047264048345555504,-0.03523400212777311,-0.05545727393272048
stopasianhate,-0.040701387760636726,-0.027047001616891508,-0.03956153423656486
stopaapihate,-0.047264048345555504,-0.03523400212777311,-0.05545727393272048
hateisavirus,-0.047264048345555504,-0.03523400212777311,-0.05545727393272048
spreadlove,-0.03738472204369805,-0.02138188526315804,-0.030771222824840253
bekind,-0.03765299812312809,-0.017834643206676392,-0.02908356495507366
stpatricksday,-0.047264048345555504,-0.03523400212777311,-0.05545727393272048
irishjig,-0.03575253933526618,-0.019690046006744875,-0.026465382375708692
whenirisheyesaresmiling,-0.03575253933526618,-0.019690046006744875,-0.026465382375708692
yogateachers,-0.03575253933526618,-0.019690046006744875,-0.026465382375708692
shamrocks,-0.03575253933526618,-0.019690046006744875,-0.026465382375708692
irishgirl,-0.03575253933526618,-0.019690046006744875,-0.026465382375708692
armbalance,-0.03575253933526618,-0.019690046006744875,-0.026465382375708692
onlineyoga,-0.03816444082035564,-0.023120593041446452,-0.03404363270508256
yogaforhips,-0.040274175857898505,-0.026203703886329265,-0.03917923588057066
knowyourworth,-0.04311139867971003,-0.030032693795214473,-0.04586437230275995
quotestoliveby,-0.047264048345555504,-0.03523400212777311,-0.05545727393272048
knowyouareenough,-0.03575253933526618,-0.019690046006744875,-0.026465382375708692
yogalifestyle,-0.04415737706331388,-0.03089015179670937,-0.04646280834226091
yogadaily,-0.03738472204369805,-0.02138188526315804,-0.030771222824840253
mantrasundays,-0.036469241430537064,-0.020886333954514776,-0.030139948889991105
peleton,-0.036590192378623716,-0.02070546456341229,-0.030041532842833632
colleensaidmanyeeyoga,-0.03789547620012601,-0.020338570386169118,-0.03149196851284602
happiness,-0.04311139867971003,-0.030032693795214473,-0.04586437230275995
girlboss,-0.03575253933526618,-0.019690046006744875,-0.026465382375708692
bodylove,-0.0336446846915329,-0.016064626357685838,-0.02176807168270968
mindfulness,-0.034073381376079306,-0.016412745312177505,-0.022323743304658743
positivity,-0.0325252583729635,-0.015474100398779386,-0.020442314937330355
confidence,-0.04145756923438549,0.037172608637713975,0.008066232747553454
selfworth,-0.034073381376079306,-0.016412745312177505,-0.022323743304658743
loveyourself,-0.032274864036992576,-0.015200768990453611,-0.020050129800330156
practicemakesprogress,-0.03943406047758446,0.019252857340847033,-0.0027328106555354905
yogareplay,-0.039053044299166145,0.030915704663244746,0.0068286346179737755
sisterbonds,-0.033392665125174366,-0.015540070651070758,-0.021225582174964525
womensday2021,-0.034073381376079306,-0.016412745312177505,-0.022323743304658743
sistersister,-0.03404017954255301,-0.01574044511906956,-0.021895730625046825
marthasvineyard,-0.034073381376079306,-0.016412745312177505,-0.022323743304658743
yogacouple,-0.0336446846915329,-0.01606462635768596,-0.02176807168270934
getaway,-0.03404017954255301,-0.01574044511906956,-0.021895730625046825
beautifuldestinations,-0.034073381376079306,-0.016412745312177505,-0.022323743304658743
newengland,-0.03340316289225426,-0.015908468689971075,-0.02146592659710469
visitmassachusetts,-0.03318236892331887,-0.015851008687321328,-0.021230860959978823
capecod,-0.03340316289225425,-0.015908468689957826,-0.02146592659710706
scooters,-0.033247285842872926,-0.01580501402315805,-0.02126882137141544
vacationmode,-0.03339992398389482,-0.016006311189356644,-0.021509699110859527
marthasvineyardlife,-0.03404017954255301,-0.01574044511906956,-0.021895730625046825
travelgram,-0.03404017954255301,-0.01574044511906956,-0.021895730625046825
nohairdontcare,-0.03227486403699258,-0.01520076899045362,-0.020050129800330142
whenim64,-0.04055936980507407,0.05338292095496714,0.0213601464048545
newman,-0.033392665125174366,-0.015540070651073153,-0.02122558217496112
willyoustillneedmewhenim64,-0.03289088264245051,-0.015719267136702995,-0.020913341319222734
loveislove,-0.03483916017765351,-0.01323016424117489,-0.022396944736018488
birthdaypresent,-0.032044089254597265,-0.014955201683114976,-0.019711627977601166
whodis,-0.04522196719474401,0.01304179677717464,-0.019823972884328633
birthdayweek,-0.0517611637822973,-0.009634731978427315,-0.0488131349239685
64,-0.04522196719474401,0.01304179677717464,-0.019823972884328633
bald,-0.045693385959923276,-0.02458191736854962,-0.047866728018287924
birthdayparty,-0.04803554181410821,-0.009349946801664535,-0.04239041524244849
picoftheday,-0.0517611637822973,-0.009634731978427315,-0.0488131349239685
haircut,-0.045693385959923276,-0.02458191736854962,-0.047866728018287924
rodneyyee,-0.03954296476895336,-0.020311046135372744,-0.03527966729948889
trapyoga,-0.03954296476895322,-0.020311046135358463,-0.035279667299537645
inspirationalquotes,-0.04522196719474401,0.01304179677717464,-0.019823972884328633
selfcareis,-0.0517611637822973,-0.009634731978427315,-0.0488131349239685
