hashtags,x,y
quarantineworkout,-0.0379737163461162,-0.02220861429618054
matworkpilates,-0.03900159188292495,-0.0228540916105156
quarantinefitness,-0.03216434563333549,-0.015066389807945791
addominali,-0.03626831277715742,-0.012695685327372828
glutesday,-0.03900159188292495,-0.0228540916105156
personaltrainer,-0.03900159188292495,-0.0228540916105156
Pilates,-0.0352605977563473,-0.018484995180153896
pilatestime,-0.03900159188292495,-0.0228540916105156
glutei,-0.03900159188292495,-0.0228540916105156
formtips,-0.03686384435939824,-0.02070695197150993
shouldersworkout,-0.03489505248212653,-0.018169368801751386
squat,-0.03900159188292495,-0.0228540916105156
cadillacpilates,-0.03626831277715742,-0.012695685327372828
cadillacpilatesexercises,-0.03900159188292495,-0.0228540916105156
back,-0.03315227790506164,-0.014885094506754074
pilatescadillac,-0.03900159188292495,-0.0228540916105156
virtualclass,-0.03686384435939824,-0.02070695197150993
internationalpilatesday,-0.032672744350764386,-0.014258286502558254
armsstrength,-0.032760641220799316,-0.015978293071165404
pilatesarms,-0.03900159188292495,-0.0228540916105156
hypervibe_ambassador,-0.03755284463150471,-0.021218807944219518
muscletension,-0.021012901014832157,-0.014724755365411896
hypervibeg17,-0.03677282205668041,-0.011917410980145171
wholebodyvibration,-0.03900159188292495,-0.0228540916105156
teamhypervibe,-0.03244654127281671,-0.015304979830027089
hypervibeglobal,-0.03204403933040289,-0.014904885723030946
accelerationtraining,-0.03204403933040295,-0.014904885723186833
hypervibe,-0.032044039330402486,-0.014904885723124848
frequencytraining,-0.039155302590691665,-0.024365001000730697
fitnesscommunity,-0.039155302590691665,-0.024365001000730697
teamc38,-0.03225371609841093,-0.01516708321777702
carbon38takara,-0.036589982892152706,-0.020916555435514062
outdoorworkout,-0.039155302590691665,-0.024365001000730697
boxerbarre,-0.039155302590691665,-0.024365001000730697
carbon38ambassador,-0.039155302590691665,-0.024365001000730697
team38oc,-0.039155302590691665,-0.024365001000730697
enjoymydailyplank,-0.035342682485543134,-0.019305484948928867
hiitmewithpilates,-0.039155302590691665,-0.024365001000730697
homeworkouts4u,-0.039155302590691665,-0.024365001000730697
movewintention,-0.039155302590691665,-0.024365001000730697
🌏plankaroundtheworld,-0.039155302590691665,-0.024365001000730697
instafriendship,-0.039155302590691665,-0.024365001000730697
sidebend,-0.039155302590691665,-0.024365001000730697
hypervibetraining,-0.039155302590691665,-0.024365001000730697
hypervideo,-0.03555009760609169,-0.019283518154592973
hypervibepilates,-0.03238001842746856,-0.015261381108203008
myopenfit,-0.03626948203742111,-0.020541177301610685
onlineclasses,-0.039155302590691665,-0.024365001000730697
myopenfitfam,-0.039155302590691665,-0.024365001000730697
liveclasses,-0.037056684134556386,-0.021563427336104748
pilatesondemand,-0.039155302590691665,-0.024365001000730697
flexcords,-0.03204403933040207,-0.01490488572274478
armsandshoulders,-0.03277328073613135,-0.015702249992882507
flexnow,-0.032044039330402486,-0.01490488572272358
tonedarms,-0.04664640217320641,-0.03309811207669924
abdominalseries,-0.033130616820116796,-0.016085482896409386
adoreyourcore,-0.03204403933040291,-0.014904885722262557
iamnotadancer,-0.04664640217320641,-0.03309811207669924
iteachpilates,-0.03702285203203141,-0.025093782617055266
balletexercises,-0.033130616820116796,-0.016085482896409386
upstretch,-0.03252859508141676,-0.015434706766926024
thesaw,-0.033130616820116796,-0.016085482896409386
legpullfront,-0.03238313218534626,-0.015211530491830376
backsupport,-0.03240908410581119,-0.01430436847284395
mm21,-0.03286743941732582,-0.015677669215195665
sidekickkneeling,0.0001962804098097657,0.027227721059651204
pilatesprops,-0.032389352467600246,-0.015106371202341139
workoutwednesdays,-0.03223742523170991,-0.014986020683513958
toneyourcore,-0.03387385165518417,-0.015148195366849419
miniballworkout,-0.03420277082643151,-0.015076909933736525
wundachair,-0.03330691789206279,-0.015116743909648666
pilateschairworkout,-0.03244734848073779,-0.014319700155752534
pilateslegs,-0.038106879195519104,0.018976161468497992
pilatesbar,-0.03662910669300106,-0.01704186096243799
flexiespilateabar,-0.03216846831338035,-0.01503424058726679
absandlegs,-0.03826101837188771,0.028938410791062887
upperlowerbody,-0.032044039330402965,-0.014904885723529122
standingmatwork,-0.03243442184974244,-0.014701819427457866
flexiespilatesbar,-0.03368163876117407,-0.01444805848926692
buttlifters,-0.03204403933040181,-0.014904885723029154
absandbooty,-0.03204403933040204,-0.014904885723365019
modifiedrollover,-0.032044039330402396,-0.014904885723141187
pilatestutorial,-0.039893240276035774,0.023743600747105843
pilatesrollover,-0.03462037689472349,-0.015491718210500719
app,-0.044929609084029085,0.026393517972466498
wellness,-0.032044039330404714,-0.014904885723683222
openfitapp,-0.03319179508538227,-0.015076743223096193
openfit,-0.03420277082643151,-0.015076909933736525
2weektrial,-0.032707449254290206,-0.01582482348810219
ondemandworkouts,0.018492820332923918,-0.015184581209123043
health,0.02799347545683777,-0.01236538000320953
pilatesforever,-0.032694653269148555,-0.015930968788733162
workoutwednesday,-0.031990074173121316,-0.015590854594430896
wednesdayworkouts,-0.03496187201268899,-0.017788131129254536
hipsandthighs,-0.03770282290560058,-0.021886230366594976
tone,-0.03416587908811852,-0.016940240500199613
tonedcore,0.0343002404632932,-0.013865298849438363
corecontrol,-0.034074219392733626,-0.016860804837234115
doublelegstretch,-0.037074996426112214,-0.022618974065710916
fluidformpilates,-0.03430128069897388,-0.017080408655061552
schoolholidayworkouts,0.03497733232666494,-0.014479272178534997
swissballpilates,0.043629548507508636,-0.01372758972580601
magiccircleworkouts,-0.040851333100630466,0.033663704252914324
magiccirclepilates,0.02729008961372167,-0.014997883194165658
fluidformbyronbay,-0.034128647362126195,-0.017324513528367336
ffah,-0.03358038734697874,-0.017146794536893148
resistancecircle,-0.032864804631787745,-0.01710442675033417
fluidformathome,-0.03315729049673579,-0.016211277345000885
workoutsonline,-0.032044039330401945,-0.014904885722241171
pilatesmelbourne,-0.032044039330402584,-0.014904885723286928
postnatalpilates,-0.03210549329560748,-0.015014063314379168
fluidform,-0.032809856513450954,-0.015731960694195673
pilatessydney,-0.032888400824774094,-0.015816035338097563
pilatesbrisbane,-0.032888400824774094,-0.015816035338097598
pilatesformums,-0.032947342042319375,-0.015860316505155944
reformerathome,-0.03271060590329859,-0.0154952774442918
reformeronline,-0.030389891686463173,-0.015658227684467542
pilatesgoldcoast,-0.03336285127750747,-0.01563945718341896
fluidformlive,-0.032992247636779624,-0.015836865004342827
swissballpilatesexercise,-0.032442155747481695,-0.015786070937900003
fluidformxraes,-0.03350988365867838,-0.015441316031437781
pilatesbyronbay,-0.032622912799392265,-0.015595436363591246
fluidformsydney,-0.03249585532213669,-0.015357621533663341
raes,-0.03271298495951069,-0.015540978251595233
prenatalpilates,-0.03270273296905049,-0.015622969911279877
prenatalchallenge,-0.03271064641802545,-0.015663711875448655
boxing,-0.03224727038719627,-0.015027761870008717
pilatesbrisbtane,-0.03335068353667903,-0.015852991064804006
refine,-0.03264429978637688,-0.015686748430443338
ChooseToChallenge,0.0036209366816296854,-0.014857756860814192
pilatesxboxing,-0.03280948350965579,-0.015982430574644838
keepmoving,-0.01172061083081185,0.04853425780659672
Classicpilates,-0.032916215912459794,-0.01590281339788925
quads,-0.033903086557186414,-0.018685662643708238
keepstretching,-0.03280754425367182,-0.015487456849740771
lowerback,-0.03272131068645096,-0.015618585138071153
cobham,0.8730151246046581,0.010105274452613009
upilatesstudio,0.8034195974360365,0.00808288138845632
upilates,0.724677512185541,0.006098284284273246
teamupilates,0.8034195974360365,0.00808288138845632
hipcircles,0.916223998092358,0.01150661882972103
classicmatpilates,0.8034195974360365,0.00808288138845632
pelvicfloor,0.8730151246046581,0.010105274452613009
upilatesapp,0.916223998092358,0.01150661882972103
upilatescobham,0.8034195974360365,0.00808288138845632
lululemon,0.6943146464243357,0.005214855810755663
upilatestudio,0.7937081728519498,0.007957169930606576
waistlinetoning,0.9275521361706552,0.011747744656072236
pilateseducator,0.9454482636239658,0.01223796077070481
wundabar,0.8359102184437881,0.009319698496549341
InternationalPilatesDay!!,0.9105875488797717,0.011206183418333146
strongspine,0.7243124098679155,0.006229063251068286
sculpt,0.9116383775471941,0.011383209932968472
strengthen,0.9275521361706552,0.011747744656072237
wundabarpilates,0.9148974020826337,0.011112915070326532
igtvworkout,0.7451758697567396,0.006645027962167519
nycfit,0.9148974020826337,0.011112915070326532
soho,0.9454482636239658,0.01223796077070481
celeb,0.9123615673619118,0.010804616636743954
nycfitness,0.7838819769777718,0.007641653960322095
lafit,0.916223998092358,0.01150661882972103
brooklynheights,0.9454482636239658,0.01223796077070481
sandiegofitness,0.7920512946590996,0.00800767860731913
losangelesfitness,0.9275521361706552,0.011747744656072237
montrose,0.9129310034106963,0.011416364621287676
westlakevillage,0.9121931133057682,0.01140064356702087
newyork,0.8209177632828825,0.008752956044113058
uppereastside,0.828391330173561,0.008940510873530857
wundaformer,0.916223998092358,0.01150661882972103
studiocity,0.8375572943440592,0.009350965516031096
losangeles,0.9275521361706552,0.011747744656072237
pasadena,0.912402286423995,0.01141223914992093
pilatesmoves,0.9133795473910847,0.011419685678999366
losfeliz,0.7019504948504003,0.005495481438725239
sandiego,0.8724544720426176,0.01023576259619517
nyc,0.916223998092358,0.01150661882972103
boutiquefitness,0.916223998092358,0.01150661882972103
socalfit,0.7468161798938797,0.006682148267326028
celebfitness,0.9454482636239658,0.01223796077070481
studioworkout,0.9041484593167731,0.011157152619716818
manhattanlife,0.8376260714012054,0.009371998131814142
healthyfit,0.9269323424559808,0.011729997506425
bicoastal,0.916223998092358,0.01150661882972103
activemom,0.9128355279318973,0.01141056302014225
celebworkout,0.9454482636239658,0.01223796077070481
laworkout,0.912402286423995,0.01141223914992093
takarashinetuesday,0.9275521361706552,0.011747744656072236
sweat,0.7451758697567396,0.006645027962167519
fitnessinspo,0.9454482636239658,0.01223796077070481
dopilates,0.7838819769777718,0.007641653960322095
workoutinspo,0.9041484593167731,0.011157152619716818
tonebody,0.9454482636239658,0.01223796077070481
LAworkout,0.9134277895555886,0.011437226068727947
pilatesworkouts,0.8597111035095112,0.010040131651162309
StopAAPIHate,0.9148974020826337,0.011112915070326532
WundaBarOnDemand,0.916223998092358,0.01150661882972103
teachpilates,0.9123615673619118,0.010804616636743954
pilateseducation,0.9077689116687676,0.011246443159126174
BrooklynHeights,0.9133795473910847,0.011419685678999366
iwd2021,0.8376260714012054,0.009371998131814142
mamaalways,0.9134277895555886,0.011437226068727947
postpartumpilates,0.9454482636239658,0.01223796077070481
Pilatesteacher,0.9454482636239658,0.01223796077070481
livestreamstudio,0.9118962572645719,0.011414600707309635
fly,0.9123615673619118,0.010804616636743954
thebodycoach,0.9275521361706552,0.011747744656072236
transformationtuesday,0.7448356101737041,0.02160730951715888
bodycoachapp,0.9134277895555886,0.011437226068727947
HeyDuggee,0.916223998092358,0.01150661882972103
InspiringStories,0.9046427329093509,0.011160776185469842
joewicks,0.9133795473910847,0.011419685678999366
food,0.9129310034106963,0.011416364621287676
recipes,0.9269616019940381,0.011729620395808153
foodie,0.8237777123316595,0.008949459241022658
thebodycoachtv,0.8595806736851751,0.009854426916682202
goustogang,0.7481208739212855,0.006878426538111948
Leanin15,0.9077689116687676,0.011246443159126174
pewithjoe,0.6207527595124057,0.0023691820694632074
breakfast,0.9371563064165305,0.011985993856072595
kca,0.8227454576884271,0.008924273457802518
nickelodeon,0.8229565788296076,0.008931959665540315
leanin15,0.8595806736851751,0.009854426916682202
newzealand,0.9371563064165305,0.011985993856072595
australia,0.9371563064165305,0.011985993856072595
PEWithJoe,-0.032044039330403375,-0.014904885722778078
Legends,0.9371563064165305,0.011985993856072595
SharpieBeardsForTheWin,0.9178023026682454,0.011454262181831331
worldbookday,0.6118453324857499,0.0028451336345640685
nobsapp,0.9371563064165305,0.011985993856072595
moreselflove,0.8595806736851751,0.009854426916682202
vush,0.9036700255000419,0.011159570618162293
vushfam,0.6435732149715795,0.003399200365529654
NFR,0.9371563064165305,0.011985993856072595
HappyEaster,0.9371563064165305,0.011985993856072595
AD,0.7869490482431247,0.00786725509441975
CurlyWurly,0.9371563064165305,0.011985993856072595
adgifted,0.7721545177209119,0.0036063422419668543
ootn,0.7637133840680036,0.007104531196280928
DateNight,0.8595806736851751,0.009854426916682202
bootychallenge,0.8751933014443635,0.010290548597510468
fitnesschallenge,0.8595806736851751,0.009854426916682202
clientprogress,0.9371563064165305,0.011985993856072595
fitnessworkout,0.9371563064165305,0.011985993856072595
gymworkout,0.9371563064165305,0.011985993856072595
breathlesscabo,0.916223998092358,0.01150661882972103
bikinigirl,0.9371563064165305,0.011985993856072595
clientspotlight,0.6467914447382446,0.003728525382883738
summerfun,0.8751933014443635,0.010290548597510468
cabovacay,0.9371563064165305,0.011985993856072595
BreathlessCabo,0.9371563064165305,0.011985993856072595
Aries,0.8595806736851751,0.009854426916682202
happyfriday,0.9371563064165305,0.011985993856072595
cheerstotheweekend,0.9371563064165305,0.011985993856072595
tricepworkout,0.8595806736851751,0.009854426916682202
gimmeallthebikinis,0.9371563064165305,0.011985993856072597
amirite,0.9371563064165305,0.011985993856072595
bikiniseason,0.8236708885547591,0.008942996033925555
vacaytime,0.8236708885547591,0.008942996033925555
findyoursalt,-0.057214663681940815,-0.6027901227400564
bikinilife,-0.04545846581412694,-0.329222967343676
"AllStrengthNoSweat,",-0.057214663681940815,-0.6027901227400564
noplastic,-0.057214663681940815,-0.6027901227400564
legcircuit,-0.057214663681940815,-0.6027901227400564
KBlegs,-0.057214663681940815,-0.6027901227400564
happystpatricksday,-0.057214663681940815,-0.6027901227400564
sundayfunday,-0.057214663681940815,-0.6027901227400564
beachbabe,-0.057214663681940815,-0.6027901227400564
sunshine,-0.04608348508359408,-0.3388187888398929
portioncontrol,-0.04545846581412697,-0.3292229673436748
healthyeating,-0.057214663681940815,-0.6027901227400564
InternationalWomensDay,-0.057214663681940815,-0.6027901227400564
womenempowerment,-0.057214663681940815,-0.6027901227400564
womensupportingwomen,-0.057214663681940815,-0.6027901227400564
followalongworkout,-0.057214663681940815,-0.6027901227400564
fiitnesschallenge,-0.057214663681940815,-0.6027901227400564
resistancebandschallenge,-0.057214663681940815,-0.6027901227400564
4weekchallenge,-0.057214663681940815,-0.6027901227400564
dialedin,-0.057214663681940815,-0.6027901227400564
throwback,-0.057214663681940815,-0.6027901227400564
mealprep,-0.057214663681940815,-0.6027901227400564
"420""",-0.057214663681940815,-0.6027901227400564
earthday2021!,-0.057214663681940815,-0.6027901227400564
diadelatierra!,-0.057214663681940815,-0.6027901227400564
KOTD,-0.057214663681940815,-0.6027901227400564
dinner,-0.057214663681940815,-0.6027901227400564
cena,-0.057214663681940815,-0.6027901227400564
almuerzo!,-0.057214663681940815,-0.6027901227400564
lunch!,-0.057214663681940815,-0.6027901227400564
meatlessmonday,-0.057214663681940815,-0.6027901227400564
saltbae,-0.057214663681940815,-0.6027901227400564
Dallas!,-0.057214663681940815,-0.6027901227400564
WineDownWednesday,-0.057214663681940815,-0.6027901227400564
alwayschill,-0.057214663681940815,-0.6027901227400564
rescuedog,-0.057214663681940815,-0.6027901227400564
adventureswithMax,-0.057214663681940815,-0.6027901227400564
lunch?,-0.057214663681940815,-0.6027901227400564
tacotuesday,-0.057214663681940815,-0.6027901227400564
ftw,-0.057214663681940815,-0.6027901227400564
lowcarb,-0.057214663681940815,-0.6027901227400564
soundoffood,-0.057214663681940815,-0.6027901227400564
SundayFunday.,-0.057214663681940815,-0.6027901227400564
neverimpressed.,-0.057214663681940815,-0.6027901227400564
Dallas,-0.057214663681940815,-0.6027901227400564
blackhistorymonth,-0.03227481278688896,-0.015148724374248475
martesdetacos,-0.03331291918329162,-0.016302027160138642
impossiblepartner,-0.04664640217320641,-0.03309811207669924
ImpossiblePartner,-0.03227481278688896,-0.015148724374248539
metasdecarne!,-0.03317085473049211,-0.016140156193526725
MeatGoals,-0.03331291918329162,-0.016302027160138642
ScaleWeight,-0.03331291918329162,-0.016302027160138642
TargetWeight,-0.03331291918329162,-0.016302027160138642
BodyWeight,-0.032823527583177164,-0.015584289527165153
EatLiftThrive,-0.032044039330401695,-0.014904885723128909
OnlineTraining,-0.03204403933040185,-0.014904885723217768
SquatSetup,-0.039867240812518225,-0.027650496936782083
LiftWithSohee,-0.032044039330402466,-0.0149048857227473
StrengthTraining,-0.034771034084526295,-0.01843661475797093
NoFoodRestriction,-0.036231531047553237,-0.02033329309243924
BagelSandwich,-0.037841004147614314,-0.022392826334409057
OnlineCoach,-0.03791220126546562,-0.02245899597913306
RigidMealPlan,-0.037841004147614314,-0.022392826334409057
BehaviorChange,-0.032129225107977784,-0.014996335659898209
CSB,-0.03797718237497769,-0.022670281799516967
Squat,-0.032044039330402445,-0.014904885723596087
HeelsElevatedSquat,-0.03234105504463697,-0.015226635464731424
CropShopBoutique,-0.032044039330401536,-0.014904885723248749
AnkleMobility,-0.03547217177573761,-0.018923907551212274
Ad,-0.03243993793908386,-0.015340604920218916
DietCulture,-0.03214272863908849,-0.015008616490594854
IntuitiveEating,-0.03626962612085666,-0.020269203786266274
liftwithsohee,-0.034964665487087515,-0.01860932788504289
eatliftthrive,-0.035398208866180475,-0.019156242359981205
onlinecoaching,-0.03611733636119797,-0.020057953996792884
SelfDoubt,-0.0382497108408189,-0.022807027657464386
PhDLife,-0.03518423800677533,-0.018901437928117066
ImposterSyndrome,-0.03260741501087052,-0.01550593487651836
FoodScienceBabe,-0.03247259429966778,-0.015363269594297102
FearBasedMarketing,-0.032546121719978456,-0.015441439340204772
DetoxDiets,-0.032044039330402216,-0.014904885722973157
FullBodyWorkout,-0.03797718237497769,-0.022670281799516967
PartnerWorkout,-0.035548994374616526,-0.019512050146151098
FitnessVariables,-0.032044039330403715,-0.014904885723566831
BigRocks,-0.03204403933040214,-0.014904885722736235
InternationalSocietyOfSportsNutrition,-0.03204403933040304,-0.014904885723724543
ISSN,-0.032044039330401834,-0.014904885722702899
SarahEverard,-0.03234105504463696,-0.015226635464734838
Quads,-0.03204403933040222,-0.014904885722531144
StrenghTraining,-0.0340093336688498,-0.01701968929914419
BenchPress,-0.03226957822971819,-0.015145207610182142
alternatedayfasting,-0.03375438660501467,-0.015889687012100306
weightwatchers,-0.03797718237497769,-0.022670281799516967
nutrition,-0.03243993793908366,-0.01534060492024135
diet,-0.03477778982218524,-0.01849971957703497
caloriecounting,-0.03389564330939277,-0.017189579267752258
lowcarbohydrate,-0.03797929144745384,-0.00940990562708064
lchf,-0.03363044431094099,-0.01625801328785963
fructose,-0.03239638622270265,-0.015255616247492674
sugar,-0.03373260051388016,-0.010797056079313317
eatclean,-0.03310916108616512,-0.01557518647045582
calories,-0.033561314835443355,-0.016511916931542126
calorie,-0.03317063034512958,-0.015636892439489795
myfitnesspal,-0.03204403933040296,-0.014904885723147588
bodybuilding,-0.03204403933040231,-0.014904885722830455
cleaneating,-0.03560218518794212,-0.018674585091193057
flexibledieting,-0.03303659871096139,-0.015429700382839886
ketogenic,-0.03630697984471757,-0.02050376087065738
caloriecomparison,-0.03797718237497769,-0.022670281799516967
obesity,-0.0355489943746165,-0.019512050146187666
iifym,-0.03277112235332058,-0.01572350947759206
keto,-0.033914460216158814,-0.016479089355590722
intermittentfasting,-0.033914460216158814,-0.016479089355591114
weightloss,-0.03609013333620514,-0.006658795065271127
caloriedeficit,-0.035047986201617164,-0.01123980867701529
fruit,-0.03609013333620514,-0.006658795065271127
sugaraddiction,-0.03336032024498618,-0.01611684984769801
satietyindex,-0.0326872231597133,-0.015584667888443256
sugaraddict,-0.032044039330402924,-0.014904885723703876
foodaddiction,-0.03797718237497769,-0.022670281799516967
foodprocessing,-0.032044039330401536,-0.014904885723287598
foodaddict,-0.03554899437461648,-0.01951205014617451
protein,-0.032044039330403055,-0.014904885723302555
potato,-0.0340093336688498,-0.01701968929914419
satietyfoods,-0.036231531047553237,-0.020333293092437095
nutritionscience,-0.03579801549818095,-0.019706614800352615
satiety,-0.03547515997922339,-0.019328618588054743
potatoes,-0.036671338416090785,-0.02085459331837198
chocolate,-0.036231531047553237,-0.020333293092432623
eastereggs,-0.03554899437461657,-0.019512050146163664
easter,-0.03436294095240881,-0.017954278955275463
dairy,-0.03244351677401844,-0.015329858805357614
10dayketonechallenge,-0.03280428698513259,-0.015720021091241453
10dayketochallenge,-0.03335144299199098,-0.015740424822572187
flexiblediet,-0.03390702172149906,-0.01579351113586964
lowfat,-0.03212304401640422,-0.014992518717574652
ketones,-0.03227481278694462,-0.015148724383230143
ketonechallenge,-0.03381537240312611,-0.016648767921795912
atkins,-0.03360760227374965,-0.016318297948951864
fatloss,-0.03310401214633043,-0.015839391647598792
paleodiet,-0.03360760227374965,-0.016318297948951864
foodquality,-0.03461082688707804,-0.01789784518877138
paleo,-0.03350985433750813,-0.016548700360590286
timerestrictedfeeding,-0.03384762826571056,-0.01756443848721919
carnivore,-0.03326977996309628,-0.016419773694756428
sixpack,-0.03214790083272888,-0.015014075283331148
sixpacks,-0.033170630345129556,-0.015636892439487182
mentalhealth,-0.03554899437461644,-0.019512050146201516
eatingdisorders,-0.03343073924036994,-0.01667987010065058
postbabybody,-0.03797718237497769,-0.022670281799516967
italygraceduke,-0.03797718237497769,-0.022670281799516967
FableticsEUAmbassador,-0.03350985433750811,-0.016548700360582543
FableticsUK,-0.032044039330402736,-0.014904885722819885
AdidasTraining,-0.032274028688673836,-0.015151072797349818
RFEFitness,-0.03549346275370573,-0.01938050636485455
Homeworkout,-0.03214790083272893,-0.015014075283302696
HereToCreate,-0.0322814837814527,-0.015162074078876315
goals,-0.03797718237497769,-0.022670281799516967
weightlossjourney,-0.032433016823208725,-0.015344444521687818
beforeandafter,-0.033476115981024554,-0.01646532647453059
intervaltraining,-0.03361212146823339,-0.016659063235525604
getresults,-0.036103064531075285,-0.02013894290003412
happybody,-0.03791220126546562,-0.02245899597913306
bodypositivity,-0.03204403933040544,-0.014904885722898765
results,-0.035846617957615644,-0.019885662869061085
mealplan,-0.03623153104755323,-0.020333293092440082
thehappybodyplan,-0.03204403933040388,-0.014904885722461058
exercise,-0.035192671614336056,-0.019004087344007606
sale,-0.03334189482600181,-0.016309279945978108
HIIT,-0.032277894369851,-0.015198607418210915
healthy,-0.0342966601432383,-0.017420767618783854
deal,-0.03204403933040257,-0.014904885723103079
LISS,-0.03262146153059642,-0.015527929546922906
transformation,-0.03264689546002284,-0.015538288910969976
dietplan,-0.037375108918155604,0.03900869387491237
hiit,-0.03477778982218491,-0.018499719577165872
workoutplan,-0.032234939761422284,-0.015107756566564684
halfprice,-0.03279764054648752,-0.015716395623567508
fitnessplan,-0.03279764054648752,-0.015716395623567508
fatburn,-0.03308655912654077,-0.016034264985021657
bodyconfidence,-0.036448410182827566,-0.02066535151814525
saturday,-0.03204403933040286,-0.014904885723437254
weekend,-0.03334189482600178,-0.01630927994598838
weightlosstransformation,-0.03204403933040312,-0.014904885723201408
MondayMotivation,-0.03224143338187016,-0.015000398924177358
liss,-0.03298166861690943,-0.014046817723681295
realresults,-0.03623153104755324,-0.02033329309243596
toning,-0.037334091756722886,-0.02160496371530742
halfoff,-0.036671338416090785,-0.02085459331837198
fitnesssale,-0.03623153104755324,-0.020333293092433077
slim,-0.037841004147614314,-0.022392826334409057
fastresults,-0.03646706327577476,-0.026343488554088263
HIITworkout,-0.03797718237497769,-0.022670281799516967
moneyoff,-0.032516884198407474,-0.015407885802169487
happyweight,-0.03461907580263999,-0.01773165482617429
halfpence,-0.03453572121255735,-0.014199325368146276
inspo,-0.032423618362446296,-0.01530535907668365
newgoals,-0.03214272863908851,-0.01500861649055732
50%off,-0.033748790767302896,-0.01614615043436544
fitnessinspiration,-0.032332257892652594,-0.015327985402160408
quote,-0.03389126259485532,-0.017150894003657807
fitnessregime,-0.03358340475418337,-0.016053859742995873
monday,-0.03204403933040369,-0.01490488572300911
lowcal,-0.03213996691821073,-0.015006209798799235
carbs,-0.034479968505452006,-0.01808519581387848
foodporn,-0.03623153104755326,-0.020333293092434934
exerciseplan,-0.03554899437461653,-0.019512050146182056
lowcalmeal,-0.035028087499557714,-0.01873956109842536
foodsnaps,-0.035467624534681816,-0.01930013635649503
healthfood,-0.03285021662923998,-0.015753328567154994
dietfood,-0.034312960151799944,-0.017480066536840914
dieting,-0.035383653041632705,-0.01881602750011051
workoutculture,-0.035383653041632705,-0.01881602750011051
magnum,-0.034312960151799944,-0.017480066536840914
icecream,-0.03770586004676389,-0.02201428595502355
cheatmeal,-0.03770586004676389,-0.02201428595502355
treat,-0.03565901198070724,-0.0005198156565265233
friday,-0.03770586004676389,-0.02201428595502355
friyay,-0.032535697196044155,-0.015509460580624971
fitnessculture,-0.040171876596183,-0.025767427117098507
weighlossjourney,-0.03521608108647988,-0.017957289082328822
weightlossprogram,-0.03770586004676389,-0.02201428595502355
steadystate,-0.03521608108647988,-0.017957289082328822
toned,-0.032693791326451296,-0.01568295985249007
freeworkout,-0.03521608108647988,-0.017957289082328822
workoutclip,-0.03318544871850524,-0.01649017707672268
weightlossgoals,-0.03280889025085034,-0.015801090601195788
90dayshred,-0.039668254893388,-0.014772018444513077
MidWeekMotivation,-0.036471908629539494,-0.020444795759152302
clip,-0.03521608108647988,-0.017957289082328822
tasty,-0.037047958790878244,-0.022056636666224903
snacks,-0.03280889025085034,-0.015801090601195788
easymeals,-0.03862213961996147,-0.0225916997050184
nogym,-0.03770586004676389,-0.02201428595502355
sweaton,-0.03770586004676389,-0.02201428595502355
bikini,-0.03770586004676389,-0.02201428595502355
summer,-0.03332751973687674,-0.016315958680294375
summershred,-0.03270404799575486,-0.0157058499296373
pbj,-0.03630027068997843,-0.020232762072390293
foodswap,-0.03770586004676389,-0.02201428595502355
peanutbutter,-0.03942181112377605,-0.025743557261806122
lockdown,-0.03862213961996147,-0.0225916997050184
tatsy,-0.033646212252822605,-0.01675055900129886
spring,-0.03280279290595751,-0.015578985519113872
healtheating,-0.03768457760545402,-0.022950692874693007
recipe,-0.032044039330401085,-0.01490488572352953
brunch,-0.03281888209929576,-0.015671004138874567
thehappbodyplan,-0.03521608108647988,-0.017957289082328822
healthyfood,-0.03770586004676389,-0.02201428595502355
veggiefood,-0.03770586004676389,-0.02201428595502355
yum,-0.03240876802223111,-0.015291068025911606
healthyrecipes,-0.03942181112377605,-0.025743557261806122
veggie,-0.03632193585938501,-0.008828366748921873
happybodyplan,-0.03332751973687674,-0.016315958680294375
inspirational,-0.03770586004676389,-0.02201428595502355
lettucewrap,-0.038372941895554166,-0.022945953056179993
burger,-0.037384095453108106,-0.021063921364667053
fitnessfacts,-0.03219283469250206,-0.015103887138173918
sleep,-0.04053825892306472,-0.025665559650985745
sleepscience,-0.04726156641287915,-0.03409085558073754
science,-0.039754723494881815,-0.024683948946711772
weightlossscience,-0.037681448819706344,-0.01981047777592602
info,-0.038468209486059994,-0.023240358174126403
comfortfood,-0.03919923896370501,-0.017659610427459532
healthyrecipies,-0.04726156641287915,-0.03409085558073754
300cals,-0.04310959231642051,-0.029197276389300118
recipie,-0.04726156641287915,-0.03409085558073754
yorkie,-0.03909601201706427,-0.021955939168548735
milkyway,-0.03776808180553418,-0.021619355585113093
caloiredeficit,-0.04361231593787998,-0.02013815672330833
healthymeals,-0.04310959231642051,-0.029197276389300118
healthynothealthy,-0.044558458853278374,-0.025565494335099297
recipies,-0.03975472349488208,-0.024683948946664463
takeaway,-0.037384095453108106,-0.021063921364667053
milestone,-0.036343899721607384,-0.020363467409857745
fitnessplatform,-0.04726156641287915,-0.03409085558073754
sales,-0.0369422261340626,-0.021122435724673625
thehappybodyplan#caloriedeficit,-0.032873652646829406,-0.01567551489788458
PMacfitness,-0.039754723494881995,-0.024683948946718343
ProjectPMac,-0.04726156641287915,-0.03409085558073754
HotGirlSummer,-0.037890001809882945,-0.022323899836722644
