Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Comments 1x )
Amanda Lee,amandaeliselee,12017089,2019-07-24 12:37:08 EDT,2019-07-24,12:37:08,Photo,"276,108",273941,2167,0,https://www.instagram.com/p/B0TnO8fFKNv/,https://www.instagram.com/p/B0TnO8fFKNv/,https://scontent.xx.fbcdn.net/v/t51.2885-15/67420550_372557363447144_8678907147517976512_n.jpg?_nc_cat=105&_nc_ohc=Ga-2HpyKLYoAX9exrV4&_nc_ht=scontent.xx&oh=7de57b1028dec9c694e02869a9e83128&oe=5E8862E9,,Well I didn’t workout in 5 days but at least I got to experience my first helicopter ride 🚁,,,,1.21
Amanda Lee,amandaeliselee,12027364,2019-07-16 14:31:10 EDT,2019-07-16,14:31:10,Album,"309,493",306064,3429,0,https://www.instagram.com/p/Bz_N7GKFmtf/,https://www.instagram.com/p/Bz_N7GKFmtf/,https://scontent.xx.fbcdn.net/v/t51.2885-15/66347146_185528279109716_234176623727004993_n.jpg?_nc_cat=106&_nc_oc=AQmKzyEhtkMqiarINj97gFM837N8kWx6wFdbNID-V22LiWlit7dLZ5QddKU0TLDcY6o&_nc_ht=scontent.xx&oh=1b7bfbb6b6afc44cba8ef92eb10fe9e9&oe=5DBBAB11,,"It’s ok if you don’t like me, not everyone has good taste 📸: @gregorio",,,,1.37
Amanda Lee,amandaeliselee,12032623,2019-07-14 15:24:35 EDT,2019-07-14,15:24:35,Album,"274,717",271777,2940,0,https://www.instagram.com/p/Bz6KcnkFaRx/,https://www.instagram.com/p/Bz6KcnkFaRx/,https://scontent.xx.fbcdn.net/v/t51.2885-15/65671285_2721551284539271_101987747920737785_n.jpg?_nc_cat=111&_nc_oc=AQlnpN7A4mvUVwRKoFquIkfNSAHa31RTYE5ZydSqi40IY3aw91JMUCBNLh9R2FEsN5g&_nc_ht=scontent.xx&oh=c5f7a75626c2a4503b5f055c038c7bfb&oe=5DBE86DE,,"she didn’t change, she just became who she really is 📸 @gregorio",,,,1.21
Amanda Lee,amandaeliselee,12037909,2019-07-11 15:17:10 EDT,2019-07-11,15:17:10,Photo,"265,720",262820,2900,0,https://www.instagram.com/p/BzybNrXlNJl/,https://www.instagram.com/p/BzybNrXlNJl/,https://scontent.xx.fbcdn.net/v/t51.2885-15/66361329_584980045241236_6264788031576595191_n.jpg?_nc_cat=103&_nc_ohc=IBL8njKYQekAX-l0esH&_nc_ht=scontent.xx&oh=3a6a525e1810d7f10c095ff6a25118fe&oe=5E8AD55A,,"Felt cute last night 🥂
dress from @fashionnova",,,,1.16
Amanda Lee,amandaeliselee,12044605,2019-07-06 17:17:29 EDT,2019-07-06,17:17:29,Photo,"259,716",256671,3045,0,https://www.instagram.com/p/BzlxAkVlIJe/,https://www.instagram.com/p/BzlxAkVlIJe/,https://scontent.xx.fbcdn.net/v/t51.2885-15/65303128_463215324495551_1971383146910829560_n.jpg?_nc_cat=110&_nc_ohc=wzjPZxX62kwAX_0ZZ_E&_nc_ht=scontent.xx&oh=bb369143f4f320b275659df9910bb2ea&oe=5E889503,,"Remember when you wanted what you currently have ✨
Set from @ohpolly",,,,1.14
Amanda Lee,amandaeliselee,12049174,2019-06-27 13:42:25 EDT,2019-06-27,13:42:25,Photo,"262,381",259225,3156,0,https://www.instagram.com/p/BzONPdjl6_K/,https://www.instagram.com/p/BzONPdjl6_K/,https://scontent.xx.fbcdn.net/v/t51.2885-15/62611290_458708964960951_7816936470493998452_n.jpg?_nc_cat=102&_nc_ohc=DahxSEo7YRgAX_bgv--&_nc_ht=scontent.xx&oh=c4093c8ea0740fd20a3372d1c070223b&oe=5E8B2EAD,,"If you’re a self made and independent woman, no one can take that away from you 🧡 bikini from @omgmiamiswimwear",,,,1.15
Amanda Lee,amandaeliselee,12057456,2019-06-24 19:08:52 EDT,2019-06-24,19:08:52,Photo,"315,417",311524,3893,0,https://www.instagram.com/p/BzHENvnFB4h/,https://www.instagram.com/p/BzHENvnFB4h/,https://scontent.xx.fbcdn.net/v/t51.2885-15/64789842_583689435371094_5475113777854530120_n.jpg?_nc_cat=105&_nc_ohc=5uqgNM3WajgAX9BnMS4&_nc_ht=scontent.xx&oh=7080ce221243a9346c96941f9fb94bc5&oe=5E76E5FA,,Working out gave me the confidence I never had in high school. I’ve been fitness obsessed ever since 💪🏼 wearing @fashionnova bikini,,,,1.38
Amanda Lee,amandaeliselee,12055504,2019-06-20 14:13:45 EDT,2019-06-20,14:13:45,Album,"227,770",225181,2589,0,https://www.instagram.com/p/By8PQ1slnM5/,https://www.instagram.com/p/By8PQ1slnM5/,https://scontent.xx.fbcdn.net/v/t51.2885-15/62188714_201853890799284_5058185309520831151_n.jpg?_nc_cat=102&_nc_ht=scontent.xx&oh=cc31bc8e715737d2f207c7e26f1d62ac&oe=5D908BB6,,penne e vino 🍝,,,,1.01
Amanda Lee,amandaeliselee,12050383,2019-06-15 15:54:02 EDT,2019-06-15,15:54:02,Photo,"209,205",205995,3210,0,https://www.instagram.com/p/Byviw5IlEoN/,https://www.instagram.com/p/Byviw5IlEoN/,https://scontent.xx.fbcdn.net/v/t51.2885-15/64594788_178374266492288_4293812506552928424_n.jpg?_nc_cat=103&_nc_ohc=JJu36JMek_YAX9u2GF6&_nc_ht=scontent.xx&oh=460b463c0abb7214175cffdcf157245d&oe=5E73FB0E,,🧚🏻‍♀️ bikini from @prettylittlething,,,,-1.09
Amanda Lee,amandaeliselee,12049621,2019-06-13 14:19:21 EDT,2019-06-13,14:19:21,Video,"149,007",146883,2124,1822294,https://www.instagram.com/p/ByqOSOAlpS2/,https://www.instagram.com/p/ByqOSOAlpS2/,https://scontent.xx.fbcdn.net/v/t51.2885-15/61509222_629561107521889_6002242270664460057_n.jpg?_nc_cat=109&_nc_ht=scontent.xx&oh=ff09540531aa7f74a0b346b839ebae6e&oe=5D817734,,"Smith machine workout for booty, hamstrings and quads with @Meltdown.Beverage keeping me energized and focused 💪🏻
Thanks to the Inventor @BangEnergy.CEO
#EnergyDrink #BangEnergy #Meltdown #Keto",,1030054186,BANG ENERGY,2.24
Amanda Lee,amandaeliselee,12055146,2019-06-11 14:42:33 EDT,2019-06-11,14:42:33,Photo,"333,773",329106,4667,0,https://www.instagram.com/p/BylHZ35Fbjs/,https://www.instagram.com/p/BylHZ35Fbjs/,https://scontent.xx.fbcdn.net/v/t51.2885-15/64265028_596699257480287_1541918604156256516_n.jpg?_nc_cat=105&_nc_ohc=aZVI04h3WTUAX-usTC4&_nc_ht=scontent.xx&oh=7f2a3aec0d71e265878068b8339ad229&oe=5E8D06EA,,vibes speak louder than words 🍃bikini from @fashionnova,,,,1.46
Amanda Lee,amandaeliselee,12059351,2019-05-28 16:07:03 EDT,2019-05-28,16:07:03,Photo,"178,928",176261,2667,0,https://www.instagram.com/p/ByBN8g_lxQV/,https://www.instagram.com/p/ByBN8g_lxQV/,https://scontent.xx.fbcdn.net/v/t51.2885-15/61601499_1215158701988419_3043397866444596600_n.jpg?_nc_cat=101&_nc_ohc=RRqkXs_5_M4AX8nVD5q&_nc_ht=scontent.xx&oh=560c74803a207b864f8fa51d9ee04e50&oe=5E8CFBF8,,When baby lets me drive ♥️ @fashionnova,,,,-1.28
Amanda Lee,amandaeliselee,12063382,2019-05-25 12:50:49 EDT,2019-05-25,12:50:49,Photo,"232,944",230189,2755,0,https://www.instagram.com/p/Bx5JGorl02W/,https://www.instagram.com/p/Bx5JGorl02W/,https://scontent.xx.fbcdn.net/v/t51.2885-15/60489205_365843950722484_166337116778254957_n.jpg?_nc_cat=107&_nc_ohc=A5gGWSBFO0wAX_PVHud&_nc_ht=scontent.xx&oh=e0d32cdd7188b1786a68681061ff9827&oe=5E753838,,"💛 Barbie ting 💛
@prettylittlething",,,,1.02
Amanda Lee,amandaeliselee,12070551,2019-05-20 15:25:08 EDT,2019-05-20,15:25:08,Photo,"133,892",132419,1473,0,https://www.instagram.com/p/Bxsiyi_lGTf/,https://www.instagram.com/p/Bxsiyi_lGTf/,https://scontent.xx.fbcdn.net/v/t51.2885-15/60478142_142083873578955_7561425369593647654_n.jpg?_nc_cat=101&_nc_ohc=ZPnMVD4tAhUAX9Pgqoy&_nc_ht=scontent.xx&oh=87b447141779a89d7ce99b02ab49b295&oe=5E865D89,,our world is beautiful 💜 that is all,,,,-1.71
Amanda Lee,amandaeliselee,12078667,2019-05-11 20:40:35 EDT,2019-05-11,20:40:35,Photo,"304,279",299881,4398,0,https://www.instagram.com/p/BxV7vDGl56u/,https://www.instagram.com/p/BxV7vDGl56u/,https://scontent.xx.fbcdn.net/v/t51.2885-15/58410521_876861065987926_8071124800728844906_n.jpg?_nc_cat=101&_nc_ohc=g_KfqY_2ZPYAX_jS9UE&_nc_ht=scontent.xx&oh=5f409d4d46ad4c6e677d4e15403bda9d&oe=5E89F2A8,,Take me anywhere 💫 @prettylittlething,,,,1.33
Amanda Lee,amandaeliselee,12065585,2019-04-25 14:23:53 EDT,2019-04-25,14:23:53,Video,"104,391",103093,1298,859797,https://www.instagram.com/p/BwsDnhXl2aJ/,https://www.instagram.com/p/BwsDnhXl2aJ/,https://scontent.xx.fbcdn.net/v/t51.2885-15/57325342_654143055007919_1591623424461757473_n.jpg?_nc_cat=105&_nc_ht=scontent.xx&oh=7b55f6a4b8a72a149f113c0f0fb70f70&oe=5D70D5E5,,"Core workout for a lean waist fueled by @Meltdown.Beverage 💪🏻💛 Plank variations are one of are my favorite ways to tone and flatten the stomach. 
Follow the Inventor @BangEnergy.CEO for the energy boost! 
#EnergyDrink #BangEnergy #Meltdown #Keto",,1030054186,BANG ENERGY,1.57
Amanda Lee,amandaeliselee,12051319,2019-04-22 14:18:38 EDT,2019-04-22,14:18:38,Photo,"266,540",263477,3063,0,https://www.instagram.com/p/BwkU69xjAms/,https://www.instagram.com/p/BwkU69xjAms/,https://scontent.xx.fbcdn.net/v/t51.2885-15/57284757_2155733181212667_2026862660244232240_n.jpg?_nc_cat=100&_nc_ohc=pOieuNarqYAAX_rRKk7&_nc_ht=scontent.xx&oh=8cb31642774b205b77df4663f27df76b&oe=5E7786CF,,Sundays at Chateau 🧡 @prettylittlething,,,,1.17
Amanda Lee,amandaeliselee,12052632,2019-04-20 15:16:57 EDT,2019-04-20,15:16:57,Photo,"365,108",360091,5017,0,https://www.instagram.com/p/BwfSAXxFxPP/,https://www.instagram.com/p/BwfSAXxFxPP/,https://scontent.xx.fbcdn.net/v/t51.2885-15/57343623_410867139710299_3007752825074415114_n.jpg?_nc_cat=108&_nc_ohc=7bJ1Z5ssbm8AX9Q7jjX&_nc_ht=scontent.xx&oh=f7571d883161e0e3a7272df568dc9989&oe=5E7305D9,,Why is it not summer yet 🌺,,,,1.6
Amanda Lee,amandaeliselee,12052059,2019-04-19 16:18:20 EDT,2019-04-19,16:18:20,Photo,"222,611",220256,2355,0,https://www.instagram.com/p/Bwc0O_6l_Oy/,https://www.instagram.com/p/Bwc0O_6l_Oy/,https://scontent.xx.fbcdn.net/v/t51.2885-15/56614185_2684742658264991_7949986209725741270_n.jpg?_nc_cat=101&_nc_ohc=9wmSKAAx8LsAX-GiXRQ&_nc_ht=scontent.xx&oh=33c6f56b1b051971c24740763b469cda&oe=5E8913A7,,Happy Bday Kourt 🎂✨,,,,-1.03
Amanda Lee,amandaeliselee,12045581,2019-04-17 17:58:32 EDT,2019-04-17,17:58:32,Photo,"152,090",150697,1393,0,https://www.instagram.com/p/BwX2HNsD0Zu/,https://www.instagram.com/p/BwX2HNsD0Zu/,https://scontent.xx.fbcdn.net/v/t51.2885-15/57156539_2399344753450835_48676011032209560_n.jpg?_nc_cat=111&_nc_ohc=Nu_KoymRycMAX-h3p4d&_nc_ht=scontent.xx&oh=0a2ae7bc44cf7057612cdf0e80846c90&oe=5E87F420,,hiking > treadmill 🏃🏼‍♀️ pants from @fashionnova,,,,-1.5
Amanda Lee,amandaeliselee,12035387,2019-04-14 17:50:08 EDT,2019-04-14,17:50:08,Photo,"271,678",267882,3796,0,https://www.instagram.com/p/BwQGw9Zl9-O/,https://www.instagram.com/p/BwQGw9Zl9-O/,https://scontent.xx.fbcdn.net/v/t51.2885-15/57247140_699303397185852_8717370959423122475_n.jpg?_nc_cat=102&_nc_ohc=GNoGbcVcm_wAX9WWN2k&_nc_ht=scontent.xx&oh=16b93a7485b7932e42f59edb99504591&oe=5E868338,,"I love Coachella weekend, there’s no traffic in LA @prettylittlething",,,,1.19
Amanda Lee,amandaeliselee,12010291,2019-04-09 15:49:31 EDT,2019-04-09,15:49:31,Photo,"380,744",376665,4079,0,https://www.instagram.com/p/BwDA_NmDfpa/,https://www.instagram.com/p/BwDA_NmDfpa/,https://scontent.xx.fbcdn.net/v/t51.2885-15/54512390_330651387802857_5822189109621634056_n.jpg?_nc_cat=109&_nc_ohc=ZV9uB-ZVgH4AX84atBJ&_nc_ht=scontent.xx&oh=b7d32a05c7b453eca2718d6e6eb1bead&oe=5E74DEF6,,mood ☁️ bikini from @fashionnova,,,,1.67
Amanda Lee,amandaeliselee,12002999,2019-04-07 14:54:15 EDT,2019-04-07,14:54:15,Photo,"274,769",272172,2597,0,https://www.instagram.com/p/Bv9xEvBDKx4/,https://www.instagram.com/p/Bv9xEvBDKx4/,https://scontent.xx.fbcdn.net/v/t51.2885-15/54513031_129112708153369_592898658807088486_n.jpg?_nc_cat=101&_nc_ohc=DHzuUOzFNJAAX_rz3gP&_nc_ht=scontent.xx&oh=ca1e2385e1d5d35e90d0fe6a1d07b32f&oe=5E8B7881,,bringing selfies back,,,,1.2
Amanda Lee,amandaeliselee,11994921,2019-04-04 11:50:38 EDT,2019-04-04,11:50:38,Video,"109,737",108290,1447,1718172,https://www.instagram.com/p/Bv1snQ0DFlm/,https://www.instagram.com/p/Bv1snQ0DFlm/,https://scontent.xx.fbcdn.net/v/t51.2885-15/54447098_611286226041049_5880549442987142937_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=f550b3bd8105f9e64d6d2db0b1f09e22&oe=5D400099,,"Some of today’s workout 💪🏻 a total body toning and fat burning circuit with @Meltdown.Beverage keeping me energized and focused 💓
Thanks to the Inventor @BangEnergy.CEO
#EnergyDrink #BangEnergy #Meltdown #Keto",,1030054186,BANG ENERGY,1.65
Amanda Lee,amandaeliselee,12008670,2019-03-19 16:57:01 EDT,2019-03-19,16:57:01,Photo,"338,693",334653,4040,0,https://www.instagram.com/p/BvNEBPBl7Zt/,https://www.instagram.com/p/BvNEBPBl7Zt/,https://scontent.xx.fbcdn.net/v/t51.2885-15/53485582_392144961615631_2905615048827899047_n.jpg?_nc_cat=102&_nc_ohc=xWXqVJGiStQAX_16Pad&_nc_ht=scontent.xx&oh=97eca59131606d47e1130c9a963fa73a&oe=5E75963A,,😽,,,,1.48
Amanda Lee,amandaeliselee,12013248,2019-03-17 13:27:36 EDT,2019-03-17,13:27:36,Photo,"312,427",308612,3815,0,https://www.instagram.com/p/BvHidr3lpv4/,https://www.instagram.com/p/BvHidr3lpv4/,https://scontent.xx.fbcdn.net/v/t51.2885-15/53077576_2128931040534365_1961090156741318785_n.jpg?_nc_cat=106&_nc_ohc=bBAvCNU3U-QAX9QYbka&_nc_ht=scontent.xx&oh=7b5130fa7938c1db12ae579db9510bb1&oe=5E889B0A,,💌 top from @ohpolly,,,,1.37
Amanda Lee,amandaeliselee,12021716,2019-03-15 13:20:02 EDT,2019-03-15,13:20:02,Photo,"326,565",322498,4067,0,https://www.instagram.com/p/BvCYAf6FESB/,https://www.instagram.com/p/BvCYAf6FESB/,https://scontent.xx.fbcdn.net/v/t51.2885-15/53060350_127635178357923_4093959152524406698_n.jpg?_nc_cat=102&_nc_ohc=d7NpkCs1k3QAX_kAUsD&_nc_ht=scontent.xx&oh=8ce2fd6330670cee7b9a303ba505e206&oe=5E86BB3F,,power suit @fashionnova,,,,1.43
Amanda Lee,amandaeliselee,12024649,2019-03-07 13:52:04 EST,2019-03-07,13:52:04,Photo,"302,543",298838,3705,0,https://www.instagram.com/p/But8Lgnl-yo/,https://www.instagram.com/p/But8Lgnl-yo/,https://scontent.xx.fbcdn.net/v/t51.2885-15/51757368_840306102970849_5992559986695972892_n.jpg?_nc_cat=100&_nc_ohc=3paYu1witSIAX_KqU6_&_nc_ht=scontent.xx&oh=122507fee079c5320bc3b1a1f528b28c&oe=5E86F9AF,,being a hater is such a waste of energy 💛 @ohpolly,,,,1.32
Amanda Lee,amandaeliselee,12028189,2019-03-05 13:42:07 EST,2019-03-05,13:42:07,Photo,"227,449",225333,2116,0,https://www.instagram.com/p/Buoxc48FrDx/,https://www.instagram.com/p/Buoxc48FrDx/,https://scontent.xx.fbcdn.net/v/t51.2885-15/52332940_554742655045638_1983186494763080803_n.jpg?_nc_cat=109&_nc_ohc=zEbRoHr2INEAX-QBhNP&_nc_ht=scontent.xx&oh=b7872eadd2958c32f1d554c700e75daa&oe=5E8B7E2B,,Omw @missguided,,11747678,COMMITTED TO EMPOWERING ALL ⚡️,-1.01
Amanda Lee,amandaeliselee,12038088,2019-02-28 16:14:09 EST,2019-02-28,16:14:09,Photo,"277,186",274227,2959,0,https://www.instagram.com/p/BucK4GzjQeV/,https://www.instagram.com/p/BucK4GzjQeV/,https://scontent.xx.fbcdn.net/v/t51.2885-15/51609166_237828967172359_6321003582388510736_n.jpg?_nc_cat=104&_nc_ohc=_bRJ_EjotoUAX9wPxR0&_nc_ht=scontent.xx&oh=ff57b932be09be7fc8586d7bf06f3a7a&oe=5E87B064,,❤️ bike shorts from @fashionnova,,,,1.21
Amanda Lee,amandaeliselee,12048309,2019-02-19 11:38:17 EST,2019-02-19,11:38:17,Video,"100,311",98972,1339,1156919,https://www.instagram.com/p/BuEgGKvFEw_/,https://www.instagram.com/p/BuEgGKvFEw_/,https://scontent.xx.fbcdn.net/v/t51.2885-15/51066739_147578842918548_5636192037581620063_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=cb33787fd86ce1baf1674041821e2c9d&oe=5CF76F7A,,"Some of today’s workout 💪🏻 a total body circuit with @meltdown.beverage keeping me energized and focused 💗 Thank you to the inventor @bangenergy.ceo #energydrink #bangenergy #bangenergyceo

1️⃣ side lunge squat combo 15 reps 
2️⃣ floor crawl push up w jump squat 10 reps 
3️⃣ reverse plank side crunch 20 reps 
4️⃣ modified sliding disc split squat 15 reps",,1030054186,BANG ENERGY,1.51
Amanda Lee,amandaeliselee,12092103,2019-02-01 18:51:17 EST,2019-02-01,18:51:17,Photo,"227,922",225792,2130,0,https://www.instagram.com/p/BtW7ZWelpCO/,https://www.instagram.com/p/BtW7ZWelpCO/,https://scontent.xx.fbcdn.net/v/t51.2885-15/50706155_144056346523844_704602281830376394_n.jpg?_nc_cat=108&_nc_ohc=eYxZi-gIwRkAX_OvZDT&_nc_ht=scontent.xx&oh=7f3ed9dbf13ce3d5b440abd1ff090a9e&oe=5E8BE1B3,,always running late 🏃🏼‍♀️ jumpsuit from @fashionnova,,,,-1
Amanda Lee,amandaeliselee,12094163,2019-01-30 15:49:16 EST,2019-01-30,15:49:16,Photo,"213,759",211409,2350,0,https://www.instagram.com/p/BtRc-btlPRh/,https://www.instagram.com/p/BtRc-btlPRh/,https://scontent.xx.fbcdn.net/v/t51.2885-15/50286414_554258631738051_5840215620850720966_n.jpg?_nc_cat=106&_nc_ohc=ZgTcy4SEW4kAX_XXO23&_nc_ht=scontent.xx&oh=b828acbecd55c72ab643ec74301d3d2d&oe=5E8897B2,,Don’t trust anyone who doesn’t own a lot of books 📚 wearing @fashionnova,,,,-1.07
Amanda Lee,amandaeliselee,12097630,2019-01-28 15:11:43 EST,2019-01-28,15:11:43,Photo,"343,881",340417,3464,0,https://www.instagram.com/p/BtMPFvllFbK/,https://www.instagram.com/p/BtMPFvllFbK/,https://scontent.xx.fbcdn.net/v/t51.2885-15/50742177_111860979916619_1669717575105433788_n.jpg?_nc_cat=106&_nc_ohc=gfE57FjFVq4AX_N7JBf&_nc_ht=scontent.xx&oh=7e73b5cdfc35f2b4f29c5eba6f1c17f0&oe=5E8707B5,,all the time in the world 🍥,,,,1.5
Amanda Lee,amandaeliselee,12104212,2019-01-26 13:38:40 EST,2019-01-26,13:38:40,Photo,"441,142",436567,4575,0,https://www.instagram.com/p/BtG62YRlkg0/,https://www.instagram.com/p/BtG62YRlkg0/,https://scontent.xx.fbcdn.net/v/t51.2885-15/49576523_372059050243070_2344225606521308075_n.jpg?_nc_cat=109&_nc_ohc=FX9iU_g9BrwAX_P98DW&_nc_ht=scontent.xx&oh=a9051c64e937afedacf2db3c7b4a57cb&oe=5E72FAC0,,☀️,,,,1.93
Amanda Lee,amandaeliselee,11980109,2019-01-23 22:05:57 EST,2019-01-23,22:05:57,Video,"70,012",69181,831,566402,https://www.instagram.com/p/BtAEmuslgiM/,https://www.instagram.com/p/BtAEmuslgiM/,https://scontent.xx.fbcdn.net/v/t51.2885-15/50613512_589181268190287_2455453655956434558_n.jpg?_nc_cat=103&_nc_ohc=YDU3uUcraCwAQkLDEyUgYEjSV9dvmFyPf6P3ynH21UEX7ZBOYNQSG9Nag&_nc_ht=scontent.xx&oh=90465290bd939b7fbfdcc0c5d3584b08&oe=5E8B8103,,"Absssss 🏋🏼‍♀️
1️⃣ side plank row 15 reps each side 
2️⃣ oblique plank twist 20 reps
3️⃣pike 20 reps
4️⃣ hanging knee crunch 20 reps 
5️⃣ weighted leg lift 20 reps",,,,1.05
Amanda Lee,amandaeliselee,12108695,2019-01-22 13:56:07 EST,2019-01-22,13:56:07,Photo,"270,427",267887,2540,0,https://www.instagram.com/p/Bs8pqsKFQiD/,https://www.instagram.com/p/Bs8pqsKFQiD/,https://scontent.xx.fbcdn.net/v/t51.2885-15/49625921_116708546056709_3417045060414179041_n.jpg?_nc_cat=105&_nc_ohc=3_a2BDrWoQcAX9GTagM&_nc_ht=scontent.xx&oh=37a22e47966841415ccb7a379cd7017c&oe=5E76871E,,Have you guys tried CBD products yet? I started drinking @happytea to help with my anxiety and sleep and so far I’m loving it 😁,,1755702665,Happy Tea,1.18
Amanda Lee,amandaeliselee,12112682,2019-01-19 12:32:35 EST,2019-01-19,12:32:35,Photo,"230,092",228269,1823,0,https://www.instagram.com/p/Bs0xuQwFHz1/,https://www.instagram.com/p/Bs0xuQwFHz1/,https://scontent.xx.fbcdn.net/v/t51.2885-15/50639556_139485087056007_4892847732834095786_n.jpg?_nc_cat=105&_nc_ohc=0ZqGNflWo3wAX8I5kA_&_nc_ht=scontent.xx&oh=1468206113c7c64e9435ea40ade07899&oe=5E8A4260,,Had so much fun teaching my Booty Camp class with @boohoo yesterday at @playlistyoga !Thank you to all of the gorgeous ladies who came to workout! 🏋🏼‍♀️💦,,,,1.01
Amanda Lee,amandaeliselee,12149241,2019-01-07 17:59:03 EST,2019-01-07,17:59:03,Photo,"439,181",433339,5842,0,https://www.instagram.com/p/BsWdi9fFlJ_/,https://www.instagram.com/p/BsWdi9fFlJ_/,https://scontent.xx.fbcdn.net/v/t51.2885-15/47586431_2305168233035309_8905840493599783325_n.jpg?_nc_cat=110&_nc_ohc=D3tpHcrk3t0AX-EYPR9&_nc_ht=scontent.xx&oh=9b9c9e0f4be1f9ce52ed097bcecac433&oe=5E736583,,"Sorry I’ve been so MIA, I’m finally  taking a break from unpacking after spending the weekend moving into my new home! 🏠🍕 set from @fashionnova",,,,1.92
Amanda Lee,amandaeliselee,12163873,2019-01-01 15:44:38 EST,2019-01-01,15:44:38,Video,"72,528",71554,974,967597,https://www.instagram.com/p/BsGxA4NlJtt/,https://www.instagram.com/p/BsGxA4NlJtt/,https://scontent.xx.fbcdn.net/v/t51.2885-15/47430135_294892771163088_5952821109276291750_n.jpg?_nc_cat=107&_nc_ht=scontent.xx&oh=d6e1d76fdac11282bcd0960bba0d3048&oe=5CC3C84E,,"What are your 2019 fitness goals? Mine is to level up my cardio/endurance 🏃🏼‍♀️🏃🏼‍♀️
Booty and core workout with @j.crvz :
1️⃣ plank walk 30 secs 
2️⃣ smith squat 12 reps
3️⃣ smith donkey kick 15 reps
4️⃣ HIIT reverse step jump 10 reps
5️⃣ reverse plank walk 30 secs
6️⃣ single leg deadlift on bosu 12 reps
Repeat 3xs",,,,1.09
Amanda Lee,amandaeliselee,12169502,2018-12-30 17:56:29 EST,2018-12-30,17:56:29,Photo,"266,667",263834,2833,0,https://www.instagram.com/p/BsB25DSltrA/,https://www.instagram.com/p/BsB25DSltrA/,https://scontent.xx.fbcdn.net/v/t51.2885-15/47376361_590756974708586_3544164475261152291_n.jpg?_nc_cat=106&_nc_ohc=TNvEMxmU_swAX8QL3UY&_nc_ht=scontent.xx&oh=d6fbd307413fa3509f34abe23c4afd71&oe=5E897A74,,lazy sunday in these basics from @boohoo 💕,,,,1.17
Amanda Lee,amandaeliselee,12180628,2018-12-27 13:28:09 EST,2018-12-27,13:28:09,Photo,"225,384",223110,2274,0,https://www.instagram.com/p/Br5pzK1lZs3/,https://www.instagram.com/p/Br5pzK1lZs3/,https://scontent.xx.fbcdn.net/v/t51.2885-15/49354075_160806148219299_15221414720913872_n.jpg?_nc_cat=100&_nc_ohc=Ez9Xs7-IyZ8AX8cW7ek&_nc_ht=scontent.xx&oh=bc2efc7049413e97fe8c9ed286f695db&oe=5E7768A2,,You feel a vibe that’s contagious,,,,-1.01
Amanda Lee,amandaeliselee,12204366,2018-12-18 13:52:38 EST,2018-12-18,13:52:38,Photo,"87,011",86418,593,0,https://www.instagram.com/p/BrihcldlU1o/,https://www.instagram.com/p/BrihcldlU1o/,https://scontent.xx.fbcdn.net/v/t51.2885-15/47310357_120570708976915_2302057719947470711_n.jpg?_nc_cat=107&_nc_ohc=3KcgoZgRXAwAX_FRGNi&_nc_ht=scontent.xx&oh=03ae270955f33a05dc632c16940b2f49&oe=5E872089,,So proud to be a part of this @goodamerican campaign with these gorgeous ladies 💙 #goodsquad,,,,-2.63
Amanda Lee,amandaeliselee,12213588,2018-12-16 12:32:34 EST,2018-12-16,12:32:34,Photo,"230,948",228424,2524,0,https://www.instagram.com/p/BrdOsXFl_PN/,https://www.instagram.com/p/BrdOsXFl_PN/,https://scontent.xx.fbcdn.net/v/t51.2885-15/46606181_337620230353233_3583769155735170339_n.jpg?_nc_cat=106&_nc_ohc=rgEjNsXBE-wAX8oP5w3&_nc_ht=scontent.xx&oh=eafb083fd6eb861867da6bd9d20f8554&oe=5E75DA0B,,leopard is a neutral,,,,1.01
Amanda Lee,amandaeliselee,11948746,2018-12-05 15:24:55 EST,2018-12-05,15:24:55,Photo,"182,131",180524,1607,0,https://www.instagram.com/p/BrBNrKGFj3j/,https://www.instagram.com/p/BrBNrKGFj3j/,https://scontent.xx.fbcdn.net/v/t51.2885-15/45550732_1984733794966768_7901137521972111812_n.jpg?_nc_cat=107&_nc_ohc=55hR_D7Otr8AX9lS80I&_nc_ht=scontent.xx&oh=704181c4b5edf1a396df3a700809b193&oe=5E868EAE,,"I’m loving my November & December delivery from @boxycharm beauty box 🖤 It’s so fun getting a variety of products every month from all of my fav brands, like Tarte , Kat Von D, Cover FX, and Smashbox 🙌🏻",,319072842,BoxyCharm,-1.26
