Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Comments 1x )
Amanda Lee,amandaeliselee,11615007,2021-04-24 20:23:02 EDT,2021-04-24,20:23:02,Album,"97,713",97097,616,0,https://www.instagram.com/p/COEZTUZl8zE/,https://www.instagram.com/p/COEZTUZl8zE/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/176296718_1146344475885292_8923008607592276328_n.jpg?_nc_cat=110&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=CgezVMb7OD4AX-GgwS2&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=b8bcbf03fd85172b6c54b9e6745dc303&oe=60A87BE6,,Value anyone who supports you with nothing to gain from it 💗 @fashionnova FashionNovapartner,,,,-1.79
Amanda Lee,amandaeliselee,11635049,2021-04-06 20:23:40 EDT,2021-04-06,20:23:40,Video,"13,439",13198,241,136336,https://www.instagram.com/p/CNWDCsmF2wt/,https://www.instagram.com/p/CNWDCsmF2wt/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/169630824_3906747562726682_2767332418735874762_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=ERmuQ2XLc2sAX_ZL0bQ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=2aee93c45d2ca8185e129c7c95f48e6a&oe=609444B0,,"Flat abs plank workout 🖤 These are some of my fav exercises for strengthening my core after having my baby girl 💪🏻
-
Workout fueled by @Redline_Energy princess 
Thank you to the inventor @BangEnergy.CEO
#BangEnergy #EnergyDrink #redline",Crunch and extend plank 15 reps per side IIII,,,-4.81
Amanda Lee,amandaeliselee,11632799,2021-04-02 15:47:02 EDT,2021-04-02,15:47:02,Album,"116,204",115301,903,0,https://www.instagram.com/p/CNLQOhBlq0u/,https://www.instagram.com/p/CNLQOhBlq0u/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/168570326_271346437817585_6082712984528868059_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=5aQ_nj3HcBoAX-l1_Cv&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=0936dcc602211bd344210eae444c50d8&oe=6095DEA9,,You will ruin your body if you have a baby they said.... set from @fashionnova FashionNovapartner,,,,-1.89
Amanda Lee,amandaeliselee,11647660,2021-03-27 15:37:33 EDT,2021-03-27,15:37:33,Album,"165,667",164463,1204,0,https://www.instagram.com/p/CM7yXxGFsiM/,https://www.instagram.com/p/CM7yXxGFsiM/,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/165656126_3834095430017164_3674383454278998256_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=FI33xU9a0L0AX9MNRgV&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=c2e8a266bdd1c17dbbf4c5f7d60a8b67&oe=6086C601,,You’d be surprised what you attract when you start believing in what you deserve 🤎 @fashionnova FashionNovapartner,,,,-1.33
Amanda Lee,amandaeliselee,11658309,2021-03-22 18:18:57 EDT,2021-03-22,18:18:57,Album,"214,826",213553,1273,0,https://www.instagram.com/p/CMvM3oOl1qw/,https://www.instagram.com/p/CMvM3oOl1qw/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/163329591_259143342481612_5094552012728103312_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=0suAJEXkhjoAX8lB4vq&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=165f966d0e8014ddcd06c5a22f643124&oe=6084C306,,"Lowkey, focused  and caffeinated ♥️ Happy 5th birthday @loungeunderwear !",,,,-1.02
Amanda Lee,amandaeliselee,11661542,2021-03-02 19:32:58 EST,2021-03-02,19:32:58,Photo,"132,028",131081,947,0,https://www.instagram.com/p/CL78TmYlw1F/,https://www.instagram.com/p/CL78TmYlw1F/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/155935975_290581379083607_7353048231602430115_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=E8WoxT5u7oMAX8QonTq&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=336a45710e69ddfc7a102d52baa0e2ba&oe=608FA9BF,,The best full time job 🥰 @fashionnova FashionNovapartner,,,,-1.72
Amanda Lee,amandaeliselee,11615629,2021-02-19 16:53:24 EST,2021-02-19,16:53:24,Video,"28,190",27912,278,244420,https://www.instagram.com/p/CLfUiieFQ_Y/,https://www.instagram.com/p/CLfUiieFQ_Y/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/152493510_1057050504794164_5454045022464856200_n.jpg?_nc_cat=104&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=a3p_daTao8MAX9pQ04a&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=7291e8542b59ec2a2164d7b4d0a542ff&oe=60A6035A,,Working on getting my waist & abs snatched again with a little help from @whatwaistofficial,,,,-2.33
Amanda Lee,amandaeliselee,11637167,2021-02-12 17:48:29 EST,2021-02-12,17:48:29,Album,"244,119",242440,1679,0,https://www.instagram.com/p/CLNaCnVFb04/,https://www.instagram.com/p/CLNaCnVFb04/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/148806680_172328011071003_6744558900257363048_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=v2vnT8KbCB8AX84Ylv8&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=2c48f8c9880d72c621e40c9bd9daa402&oe=60917B67,,a good book and a glass of wine ♥️ ready for vday in @loungeintimates,,,,1.11
Amanda Lee,amandaeliselee,11706693,2021-02-09 17:15:26 EST,2021-02-09,17:15:26,Album,"30,828",30326,502,0,https://www.instagram.com/p/CLFn373FtnH/,https://www.instagram.com/p/CLFn373FtnH/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/147568362_465015971334604_1183822634337846760_n.jpg?_nc_cat=1&ccb=3&_nc_sid=8ae9d6&_nc_ohc=5d9R5q_lNFYAX_lnjUz&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=47440d0121b81fc95565dec293cf19fe&oe=60488741,,Thank you @patty.othon for capturing these adorable photos of our angel Kaia 👼🏼💕,,,,-7.13
Amanda Lee,amandaeliselee,11722273,2021-02-01 18:37:23 EST,2021-02-01,18:37:23,Album,"189,536",188374,1162,0,https://www.instagram.com/p/CKxK5LKl-KP/,https://www.instagram.com/p/CKxK5LKl-KP/,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/144736070_421555645728016_5782434898396375678_n.jpg?_nc_cat=104&ccb=3&_nc_sid=8ae9d6&_nc_ohc=FZVtGrpY_s0AX8JpaEv&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=ebf422b958256cb916e9eee26621802a&oe=60646798,,New energy 🤎 @fashionnova FashionNovapartner,,,,-1.16
Amanda Lee,amandaeliselee,11740601,2021-01-26 16:11:22 EST,2021-01-26,16:11:22,Photo,"232,050",230353,1697,0,https://www.instagram.com/p/CKhdabTly8l/,https://www.instagram.com/p/CKhdabTly8l/,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/142984120_1307690942939041_6451290867700856082_n.jpg?_nc_cat=100&ccb=3&_nc_sid=8ae9d6&_nc_ohc=ldiMTWvzdocAX9Pks-D&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=a4c6d69120005b43e4abd9303d96da30&oe=60641C0C,,"8 months pregnant vs 3 weeks postpartum 🤍 I worked out throughout my entire pregnancy so the weight came off pretty quickly ( I gained about 20 lbs) . My abs were definitely flatter and more defined before so I have to work on getting them back! Otherwise I feel amazing and so blessed to have my beautiful, happy and healthy baby girl 👼🏼✨",,,,1.02
Amanda Lee,amandaeliselee,11760600,2021-01-13 18:52:20 EST,2021-01-13,18:52:20,Photo,"61,092",59495,1597,0,https://www.instagram.com/p/CKARgCUlsID/,https://www.instagram.com/p/CKARgCUlsID/,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/139070883_249017536611206_7966350399259607731_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=fpuwJVRNxFYAX-dMOgK&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=47e3171071aebcb7125cd22293a7788f&oe=60A03F5D,,Last week we welcomed our angel baby Kaia Capri Anderson into the world 👼🏼💕 Mommy and Daddy love you so much 🤍,,,,-3.72
Amanda Lee,amandaeliselee,11842121,2020-11-29 15:53:01 EST,2020-11-29,15:53:01,Photo,"226,309",224436,1873,0,https://www.instagram.com/p/CIMFNXalvSL/,https://www.instagram.com/p/CIMFNXalvSL/,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/128689959_783679818855204_6141498875832191850_n.jpg?_nc_cat=101&ccb=3&_nc_sid=8ae9d6&_nc_ohc=iDN1PM_I5q0AX_rbzQa&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=8e08ced40e2e8aaa60d560e1d0f5dc2e&oe=606449FA,,"6 weeks left to go before I start my fitness journey 💪🏻✨ wearing @loungeunderwear last chance to shop their Black Friday sale, they have the cutest sets! 🦋",,,,-1.01
Amanda Lee,amandaeliselee,11673352,2020-11-16 16:22:11 EST,2020-11-16,16:22:11,Photo,"130,121",129217,904,0,https://www.instagram.com/p/CHqqNhhlG8t/,https://www.instagram.com/p/CHqqNhhlG8t/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/125361311_4251567641524153_7448997158333448793_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=xE4G8jW3XAIAX9GX9Y3&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=77795227f5fe5bc5b6c2e66f716d8a8a&oe=60692F55,,I was never a dog person until this little cutie came into my life.. Now I’m forever converted 🐶🥰 @fashionnova FashionNovapartner,,,,-1.75
Amanda Lee,amandaeliselee,11983144,2020-10-13 21:59:29 EDT,2020-10-13,21:59:29,Album,"219,087",216330,2757,0,https://www.instagram.com/p/CGTm61AFIHL/,https://www.instagram.com/p/CGTm61AFIHL/,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/121289174_110659057392534_2506834482757210138_n.jpg?_nc_cat=100&ccb=3&_nc_sid=8ae9d6&_nc_ohc=azO9MqaFTFYAX_cCnSl&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=6a86dcf7459baee8f219c00eef07c749&oe=6062B58B,,"Another unexpected thing happened in 2020, but this time it was a blessing 👼🏼🤍🤍 Can’t wait to welcome our baby girl to the world",,,,-1
Amanda Lee,amandaeliselee,12002765,2020-09-15 18:13:31 EDT,2020-09-15,18:13:31,Album,"242,193",239691,2502,0,https://www.instagram.com/p/CFLGzOhFPtL/,https://www.instagram.com/p/CFLGzOhFPtL/,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/119241038_774325510011311_3605512095264407400_n.jpg?_nc_cat=104&ccb=3&_nc_sid=8ae9d6&_nc_ohc=arGj_WH6zTUAX9NpYZN&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=716ca1368258e6ced8a0666fbb3d06a3&oe=6063CC1C,,Quella ragazza italiana 💫 @fashionnova FashionNovapartner,,,,1.1
Amanda Lee,amandaeliselee,12016490,2020-08-25 16:34:20 EDT,2020-08-25,16:34:20,Album,"234,939",232574,2365,0,https://www.instagram.com/p/CEU2wbcFCgv/,https://www.instagram.com/p/CEU2wbcFCgv/,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/118118685_975055792957078_2959597378778009631_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=lKIdmcmrM28AX8dZxdC&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=915eea267ae7dd88d94dfa3b01d0345b&oe=60878047,,Red light special 🚨,,,,1.07
Amanda Lee,amandaeliselee,12017993,2020-08-24 12:09:17 EDT,2020-08-24,12:09:17,Video,"78,766",77581,1185,894415,https://www.instagram.com/p/CERzg4LlVM5/,https://www.instagram.com/p/CERzg4LlVM5/,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/118209341_340081464012683_9037371359608349000_n.jpg?_nc_cat=108&ccb=3&_nc_sid=8ae9d6&_nc_ohc=OLijoZJgnHMAX9pKz0G&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=e792f4aed97612c833a18a5085f38ffc&oe=60614841,,I miss the gym 😭 Are you guys back at the gym or still doing quarantine workouts?,,,,1.2
Amanda Lee,amandaeliselee,12024498,2020-08-16 13:33:45 EDT,2020-08-16,13:33:45,Album,"239,896",237871,2025,0,https://www.instagram.com/p/CD9W760F7Q2/,https://www.instagram.com/p/CD9W760F7Q2/,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/118143068_190431565831572_3006220298031560920_n.jpg?_nc_cat=101&ccb=3&_nc_sid=8ae9d6&_nc_ohc=AjbdN3GEiIEAX8PjtMg&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=80a9ba1a234d91eb5ee984008714469c&oe=6060FD6E,,A quick getaway is always a good idea 🕊 @fashionnova FashionNovapartner,,,,1.09
Amanda Lee,amandaeliselee,12025868,2020-08-15 15:14:58 EDT,2020-08-15,15:14:58,Photo,"153,173",151818,1355,0,https://www.instagram.com/p/CD69uYClT0m/,https://www.instagram.com/p/CD69uYClT0m/,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/117722700_317933919261797_1430057982961493343_n.jpg?_nc_cat=109&ccb=3&_nc_sid=8ae9d6&_nc_ohc=E-lMkiK9KN0AX-pUsNP&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=2cca7d76d817524ad2722876bd83f4be&oe=6064B1F3,,What are your favorite snacks to bring on a road trip? @boandtee,ALFRE,,,-1.49
Amanda Lee,amandaeliselee,12031910,2020-07-29 14:26:11 EDT,2020-07-29,14:26:11,Album,"289,120",285703,3417,0,https://www.instagram.com/p/CDPGoN2FVxF/,https://www.instagram.com/p/CDPGoN2FVxF/,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/116332162_118847136339054_7065412145149391311_n.jpg?_nc_cat=107&ccb=3&_nc_sid=8ae9d6&_nc_ohc=StlNuZFCua8AX9hYS21&_nc_ht=scontent-lax3-2.cdninstagram.com&oh=6b65d8c37b07ecf9249ea8663d1ff0dd&oe=6061E35C,,Everybody has a secret world inside of them 🧚🏻 @fashionnova FashionNovapartner,,,,1.31
Amanda Lee,amandaeliselee,12028268,2020-07-18 12:36:18 EDT,2020-07-18,12:36:18,Album,"180,446",178732,1714,0,https://www.instagram.com/p/CCylTyJF-e8/,https://www.instagram.com/p/CCylTyJF-e8/,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/109129596_289857775439615_8053111755870482085_n.jpg?_nc_cat=101&ccb=3&_nc_sid=8ae9d6&_nc_ohc=3dkPDO5pqQwAX_2xW9G&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=1861af49345558de0d37b9fdf2e557e6&oe=606104B3,,Cozy mornings 🦋☁️ @fashionnova FashionNovapartner,,,,-1.24
Amanda Lee,amandaeliselee,12050724,2020-07-05 19:59:33 EDT,2020-07-05,19:59:33,Photo,"230,502",227704,2798,0,https://www.instagram.com/p/CCR5s5Claeu/,https://www.instagram.com/p/CCR5s5Claeu/,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/106721938_284257072917035_2445007406569021571_n.jpg?_nc_cat=109&ccb=3&_nc_sid=8ae9d6&_nc_ohc=qdNDaDcGGl4AX-jwoOi&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=08ff13f11dc68a19936971c89a8b96d7&oe=6062807B,,"@fashionnova You decide your worth, you decide your value. Don’t give others that power 💜 FashionNovapartner",,,,1.01
Amanda Lee,amandaeliselee,12062718,2020-06-30 13:56:32 EDT,2020-06-30,13:56:32,Photo,"308,505",305100,3405,0,https://www.instagram.com/p/CCEYLpYF6s8/,https://www.instagram.com/p/CCEYLpYF6s8/,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/106554142_3036943933050614_5786380385779339469_n.jpg?_nc_cat=101&ccb=3&_nc_sid=8ae9d6&_nc_ohc=UQsFpJbubWwAX-rNkCE&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=6261c2b107eb0656842d94895e80a3b2&oe=6061C616,,Still your favorite❤️ @fashionnova fashionnovapartner,,,,1.36
Amanda Lee,amandaeliselee,12067350,2020-06-25 21:03:06 EDT,2020-06-25,21:03:06,Video,"71,930",70890,1040,956487,https://www.instagram.com/p/CB4Q-5IFW2w/,https://www.instagram.com/p/CB4Q-5IFW2w/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/105940027_3614300001916882_5729105709105655176_n.jpg?_nc_cat=103&_nc_sid=8ae9d6&_nc_ohc=HRL2X3gTtU8AX8pnsad&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=b71574a6fb0256a135c8122dacfd7c0e&oe=5F1B1852,,"Booty killer kettlebell workout 💪🏼💪🏼 Feels so good to be back in the gym!  Workout fueled by @Redline_Energy princess 💕 
Thank you to the inventor @BangEnergy.CEO
#BangEnergy #EnergyDrink #redliner",,1030054186,BANG ENERGY,1.1
Amanda Lee,amandaeliselee,12077761,2020-06-14 13:35:41 EDT,2020-06-14,13:35:41,Album,"237,121",234922,2199,0,https://www.instagram.com/p/CBbJE8DFMmF/,https://www.instagram.com/p/CBbJE8DFMmF/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/104134440_589894518590398_4637358738091575089_n.jpg?_nc_cat=1&_nc_sid=8ae9d6&_nc_ohc=5G3yOcfny9UAX9lzJte&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=7c4524b1bfb7c91817e77a23558bb8a6&oe=5F0C3198,,@fashionnova Nothing better than that sweaty post workout feeling 💪🏼💪🏼 fashionnovapartner,,,,1.05
Amanda Lee,amandaeliselee,12085397,2020-06-08 14:45:14 EDT,2020-06-08,14:45:14,Photo,"255,625",253323,2302,0,https://www.instagram.com/p/CBL0RL9FF2Y/,https://www.instagram.com/p/CBL0RL9FF2Y/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/102429934_156010202668989_2508467426834549753_n.jpg?_nc_cat=1&_nc_sid=8ae9d6&_nc_ohc=hyfrbTA50fYAX-lqvtk&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=c81b12a9ea3ecadb82b56f3ca600a7c4&oe=5F059893,,@fashionnova This is 2020. The year that finally forces us to change 🍃fashionnovapartner,,,,1.12
Amanda Lee,amandaeliselee,12095631,2020-05-31 21:32:33 EDT,2020-05-31,21:32:33,Video,"52,676",52084,592,539944,https://www.instagram.com/p/CA38R2YlIhV/,https://www.instagram.com/p/CA38R2YlIhV/,https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/101359933_2744729012424033_5823391342041280323_n.jpg?_nc_cat=101&_nc_sid=8ae9d6&_nc_ohc=uAsbStCAoG8AX8V1YLN&_nc_ht=scontent-den4-1.cdninstagram.com&oh=79c5c0d08765660678753a9b315d278f&oe=5EFAB9DC,,"Tried this flat tummy routine today, it killed me! 😩💪🏼 Workout fueled by @Redline_Energy princess 💕 
Thank you to the inventor @BangEnergy.CEO
#BangEnergy #EnergyDrink #Redline.",,1030054186,BANG ENERGY,-1.26
Amanda Lee,amandaeliselee,12097199,2020-05-31 12:24:15 EDT,2020-05-31,12:24:15,Album,"33,272",32452,820,0,https://www.instagram.com/p/CA29xlIlMHt/,https://www.instagram.com/p/CA29xlIlMHt/,https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/82380193_179259956797123_5283420835334198929_n.jpg?_nc_cat=107&_nc_sid=8ae9d6&_nc_ohc=eFAB8Q6BfMcAX-J9LsH&_nc_ht=scontent-den4-1.cdninstagram.com&oh=bc0254a7179dbab8dd9203bb4e6fd117&oe=5EFAC877,,My heart breaks for the state of the world right now 💔 #blacklivesmatter #justiceforgeorgefloyd,,,,-6.8
Amanda Lee,amandaeliselee,12078841,2020-05-25 12:55:40 EDT,2020-05-25,12:55:40,Album,"268,248",265300,2948,0,https://www.instagram.com/p/CAnkmbYFWDx/,https://www.instagram.com/p/CAnkmbYFWDx/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/101022325_2982478421834641_104091093637041504_n.jpg?_nc_cat=110&_nc_sid=8ae9d6&_nc_ohc=-09ppY_gvZ4AX8EIF23&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=5b893fa4b4988a6c3c1b14e7582d15a4&oe=5F0B2CAB,,Mentally in Tuscany 🤎 @fashionnova fashionnovapartner,,,,1.19
Amanda Lee,amandaeliselee,12106221,2020-05-19 17:45:02 EDT,2020-05-19,17:45:02,Album,"221,226",219286,1940,0,https://www.instagram.com/p/CAYo8gsliiZ/,https://www.instagram.com/p/CAYo8gsliiZ/,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/97342842_684627978981864_6642172551727478964_n.jpg?_nc_cat=1&_nc_sid=8ae9d6&_nc_ohc=pbYpC7xZQa8AX8-ZaiK&_nc_ht=scontent-lax3-2.cdninstagram.com&oh=faee6bc2b76fbbc4b63f198e08d2061f&oe=5EEB1425,,Hope everyone is staying emotionally healthy these days 🤍 I’ve found that an outdoor run/walk works best for lifting my mood. What works for you? @fashionnova fashionnovapartner,,,,-1.02
Amanda Lee,amandaeliselee,12113789,2020-05-11 18:40:57 EDT,2020-05-11,18:40:57,Photo,"253,935",251675,2260,0,https://www.instagram.com/p/CAEI_HQl8jj/,https://www.instagram.com/p/CAEI_HQl8jj/,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/96512556_1138236553212606_7822769949090473805_n.jpg?_nc_cat=104&_nc_sid=8ae9d6&_nc_ohc=83iL-SX3dHUAX_LQedb&_nc_ht=scontent-lax3-2.cdninstagram.com&oh=5634bf9b81cabc50068656a7ca976069&oe=5EE39BB0,,"@fashionnova a flower doesn’t think of competing with the flower next to it, it just blooms 🌻 fashionnovapartner",,,,1.11
Amanda Lee,amandaeliselee,12116786,2020-05-05 14:24:52 EDT,2020-05-05,14:24:52,Album,"222,974",220942,2032,0,https://www.instagram.com/p/B_0O6QElg09/,https://www.instagram.com/p/B_0O6QElg09/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/96128922_559612891640257_7428842140370622919_n.jpg?_nc_cat=104&_nc_sid=8ae9d6&_nc_ohc=jTSKu7zQXCwAX_3rJEY&_nc_ht=scontent-sea1-1.xx&oh=21aafd2445e9496a9f0783c1cc7cb541&oe=5ED57CF7,,"A woman with a fit physique is more than just a hot body. She values hard work, dedication and discipline 🤍",,,,-1.02
Amanda Lee,amandaeliselee,12121811,2020-05-02 18:22:23 EDT,2020-05-02,18:22:23,Photo,"260,861",258564,2297,0,https://www.instagram.com/p/B_s7tNYlr5_/,https://www.instagram.com/p/B_s7tNYlr5_/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/94734968_615605589166213_3858609225809161304_n.jpg?_nc_cat=1&_nc_sid=8ae9d6&_nc_ohc=IW5hgRAIHtkAX-JtJTy&_nc_ht=scontent-sea1-1.xx&oh=a62b33d7d7a9bcb4df409ec7338dfd0b&oe=5ED2B909,,Love a good tie dye set @fashionnova fashionnovapartner,,,,1.14
Amanda Lee,amandaeliselee,12120821,2020-04-28 21:55:42 EDT,2020-04-28,21:55:42,Video,"75,297",74482,815,792774,https://www.instagram.com/p/B_i9asGFt8h/,https://www.instagram.com/p/B_i9asGFt8h/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/95444290_325670438407465_466587585480461209_n.jpg?_nc_cat=107&_nc_sid=8ae9d6&_nc_ohc=nPVasOl_n2QAX-Np2Jp&_nc_ht=scontent-sea1-1.xx&oh=37aaee24246973e132f13c222d966bdd&oe=5ECCB7AA,,My first TikTok workout 🏋🏼‍♀️ @fashionnova  fashionnovapartner,Home workout ABS & ASS,,,1.13
Amanda Lee,amandaeliselee,12123922,2020-04-25 17:45:44 EDT,2020-04-25,17:45:44,Photo,"229,179",227375,1804,0,https://www.instagram.com/p/B_a18qPlvNL/,https://www.instagram.com/p/B_a18qPlvNL/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/94342234_232799661281837_6632005534085144459_n.jpg?_nc_cat=1&_nc_sid=8ae9d6&_nc_ohc=C2lpImFQdWUAX9uQUkX&_nc_ht=scontent-sea1-1.xx&oh=a3657702cb0e2d18fe7205ec04e11cc9&oe=5EC89408,,Meditation is medicine 🙏🏼 @fashionnova fashionnovapartner,,,,1
Amanda Lee,amandaeliselee,12132998,2020-04-23 20:41:27 EDT,2020-04-23,20:41:27,Album,"277,503",274690,2813,0,https://www.instagram.com/p/B_WAd2mF_iX/,https://www.instagram.com/p/B_WAd2mF_iX/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/95121850_227743605156719_3767408428955742432_n.jpg?_nc_cat=1&_nc_sid=8ae9d6&_nc_ohc=KvAReK4rKfEAX8-Fvg1&_nc_ht=scontent-sea1-1.xx&oh=05d86dbc7ca2aeaa13f360c6baa36fda&oe=5EC84257,,FaceTime shoot with @margaretpattillo 🥀,,,,1.23
Amanda Lee,amandaeliselee,12141732,2020-04-14 15:22:35 EDT,2020-04-14,15:22:35,Album,"180,038",178509,1529,0,https://www.instagram.com/p/B--Q0m-FKhM/,https://www.instagram.com/p/B--Q0m-FKhM/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/93143380_509197873080874_9147395091010241078_n.jpg?_nc_cat=109&_nc_sid=8ae9d6&_nc_ohc=hVZ_wNXVrUoAX_nTJlb&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=24002f85df8b56c249abec1c1dab912f&oe=5EB9B397,,"Quarantine & wine, a love story 🖤@fashionnova fashionnovapartner",,,,-1.26
Amanda Lee,amandaeliselee,12147967,2020-04-02 17:24:35 EDT,2020-04-02,17:24:35,Album,"354,897",350875,4022,0,https://www.instagram.com/p/B-flPrDlwa8/,https://www.instagram.com/p/B-flPrDlwa8/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/91995547_518064175524139_1064608661671492362_n.jpg?_nc_cat=109&_nc_sid=8ae9d6&_nc_ohc=SzcT-HEJtTAAX_INzBX&_nc_ht=scontent-sea1-1.xx&oh=c61ac6613751b6fffef6049cb4170b03&oe=5EAD7948,,afternoons in quarantine @fashionnova fashionnovapartner,,,,1.57
Amanda Lee,amandaeliselee,12065244,2020-03-28 12:14:32 EDT,2020-03-28,12:14:32,Photo,"256,305",253954,2351,0,https://www.instagram.com/p/B-SJybQlu1U/,https://www.instagram.com/p/B-SJybQlu1U/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/91598278_649181102545143_2512497915128545306_n.jpg?_nc_cat=100&_nc_sid=8ae9d6&_nc_ohc=z9ivsS4MGLoAX8sdFG-&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=b41b48224bf44db002ad22fdd815cb2f&oe=5F1B3A37,,Who joined my first ever ig live workout yesterday💪🏼 Next class is Tuesday at 12pm see you guys there! Set @fashionnova fashionnovapartner,,,,1.12
Amanda Lee,amandaeliselee,12141119,2020-03-25 12:06:56 EDT,2020-03-25,12:06:56,Video,"77,569",76702,867,617778,https://www.instagram.com/p/B-KZ3xtIio1/,https://www.instagram.com/p/B-KZ3xtIio1/,https://scontent.xx.fbcdn.net/v/t51.2885-15/90721295_621885135320623_4201513140122693628_n.jpg?_nc_cat=103&_nc_sid=8ae9d6&_nc_ohc=DNN8U6X85CEAX-58DHl&_nc_ht=scontent.xx&oh=d6117e828b4e77f2a69aa76bbc3b093a&oe=5EA02DDD,,Home workouts with my top 4 booty band exercises let’s goooo 💪🏼 Set from @fashionnova,,,,1.17
